item_name,grid_x,grid_y,pixel_x,pixel_y
Candy Ring (shiny),21,3,840,120
Candy-Coated Armor (shiny),22,3,880,120
Pixie-Enchanted Sword,23,3,920,120
Seal of the Enchanted Forest,24,3,960,120
Fairy Plate,25,3,1000,120
Ring of Pure Wishes,26,3,1040,120
Doom Bow,27,3,1080,120
Spectral Sword,28,3,1120,120
Wandering Souls Spell,29,3,1160,120
Ring of Skeletal Specters,0,4,0,160
Doom Bow (shiny),1,4,40,160
Spectral Sword (shiny),2,4,80,160
Wandering Souls Spell (shiny),3,4,120,160
Ring of Skeletal Specters (shiny),4,4,160,160
Edictum Praetoris,5,4,200,160
Toga Picta,6,4,240,160
Memento Mori,7,4,280,160
Interregnum,8,4,320,160
Marionette Ravager,9,4,360,160
Prism of Dancing Swords,10,4,400,160
Harlequin Armor,11,4,440,160
Marionette Ravager (shiny),12,4,480,160
Prism of Dancing Swords (shiny),13,4,520,160
Harlequin Armor (shiny),14,4,560,160
Magic Wand,15,4,600,160
Lightshow Scepter,16,4,640,160
Magician's Robe,17,4,680,160
Performer's Hat,18,4,720,160
Void Blade,19,4,760,160
Murky Toxin,20,4,800,160
Void Blade (shiny),21,4,840,160
Murky Toxin (shiny),22,4,880,160
Toxin Tooth,23,4,920,160
Virulent Venom,24,4,960,160
Acidic Armor,25,4,1000,160
Pernicious Peridot,26,4,1040,160
Wand of Hidden Knowledge,27,4,1080,160
Necronomicon,28,4,1120,160
Scholar's Seal,29,4,1160,160
Ronin's Wakizashi,0,5,0,200
Corruption Cutter,1,5,40,200
Wand of Hidden Knowledge (shiny),2,5,80,200
Necronomicon (shiny),3,5,120,200
Scholar's Seal (shiny),4,5,160,200
Ronin's Wakizashi (shiny),5,5,200,200
Corruption Cutter (shiny),6,5,240,200
Deathless Crossbow,7,5,280,200
Quiver of Shrieking Specters,8,5,320,200
Wraith's Brigandine,9,5,360,200
Revenant Ring,10,5,400,200
Conducting Wand,11,5,440,200
Scepter of Fulmination,12,5,480,200
Robe of the Mad Scientist,13,5,520,200
Experimental Ring,14,5,560,200
Conducting Wand (shiny),15,5,600,200
Scepter of Fulmination (shiny),16,5,640,200
Robe of the Mad Scientist (shiny),17,5,680,200
Experimental Ring (shiny),18,5,720,200
Abomination's Wrath,19,5,760,200
Grotesque Scepter,20,5,800,200
Garment of the Beast,21,5,840,200
Horrific Claws,22,5,880,200
Demon Blade,23,5,920,200
Volcanic Sheath,24,5,960,200
Berserker's Breastplate,25,5,1000,200
Demon Blade (shiny),26,5,1040,200
Volcanic Sheath (shiny),27,5,1080,200
Berserker's Breastplate (shiny),28,5,1120,200
Staff of Eruption,29,5,1160,200
Scorchium Stone,0,6,0,240
Molten Mantle,1,6,40,240
Ring of the Inferno,2,6,80,240
Bone Dagger,3,6,120,240
Kyuuketsuki Hitogoroshi,4,6,160,240
St. Abraham's Wand,5,6,200,240
Tome of Purification,6,6,240,240
Chasuble of Holy Light,7,6,280,240
Ring of Divine Faith,8,6,320,240
Bone Dagger (shiny),9,6,360,240
Kyuuketsuki Hitogoroshi (shiny),10,6,400,240
St. Abraham's Wand (shiny),11,6,440,240
Tome of Purification (shiny),12,6,480,240
Chasuble of Holy Light (shiny),13,6,520,240
Ring of Divine Faith (shiny),14,6,560,240
Soulcursed Scythe,15,6,600,240
Vampiric Cape,16,6,640,240
Hallowed Hide,17,6,680,240
Ruthven's Rosary,18,6,720,240
Soul's Guidance,19,6,760,240
Plague Poison,20,6,800,240
Resurrected Warrior's Armor,21,6,840,240
Amulet of Dispersion,22,6,880,240
Soul's Guidance (shiny),23,6,920,240
Plague Poison (shiny),24,6,960,240
Resurrected Warrior's Armor (shiny),25,6,1000,240
Amulet of Dispersion (shiny),26,6,1040,240
Etherite Dagger,27,6,1080,240
Ghastly Drape,28,6,1120,240
Mantle of Skuld,29,6,1160,240
Spectral Ring of Horrors,0,7,0,280
Mister Mango,1,7,40,280
Butter Bow,2,7,80,280
K.I.D.D. Force,3,7,120,280
Caduceus of Current Craziness,4,7,160,280
MMace MMurderer,5,7,200,280
Blade of Ages,6,7,240,280
Groovy Mango,7,7,280,280
Baked Bow,8,7,320,280
Caduceus Of Enlightened Chaos,9,7,360,280
K.I.D.D. Force 2.0,10,7,400,280
FFabulous FFlail,11,7,440,280
Blade of Blooming,12,7,480,280
Mirror Cloak,13,7,520,280
Archerang,14,7,560,280
Spelling Spell,15,7,600,280
Tome of Moral Support,16,7,640,280
Challenger Helm,17,7,680,280
Shield of Pogmur,18,7,720,280
Seal of Eternal Life,19,7,760,280
Lightning in a Bottle,20,7,800,280
Epiphany Skull,21,7,840,280
Helium Trap,22,7,880,280
Karma Orb,23,7,920,280
Fool's Prism,24,7,960,280
Honey Scepter Supreme,25,7,1000,280
Unshuriken,26,7,1040,280
NSFWakizashi,27,7,1080,280
Sigil of the Rubber Duck,28,7,1120,280
Lullaby,29,7,1160,280
Recursion Mace,0,8,0,320
Paper Machete,1,8,40,320
Cheater Light Armor,2,8,80,320
Cheater Robe,3,8,120,320
Cheater Heavy Armor,4,8,160,320
Omni-Impotence Ring,5,8,200,320
Brilliance Bow,6,8,240,320
Quintessential Quiver,7,8,280,320
Luxurious Leather,8,8,320,320
Regal Ring,9,8,360,320
Ancient Stone Sword,10,8,400,320
Spiteful Scutum,11,8,440,320
Cloak of the Mad God,12,8,480,320
Ancient Stone Sword (shiny),13,8,520,320
Spiteful Scutum (shiny),14,8,560,320
Cloak of the Mad God (shiny),15,8,600,320
Theurgy Wand,16,8,640,320
Ceremonial Merlot,17,8,680,320
Anointed Robe,18,8,720,320
Ring of Pagan Favor,19,8,760,320
Quartermaster Scabbard,20,8,800,320
Spirit Dagger,21,8,840,320
Ghostly Prism,22,8,880,320
Spectral Cloth Armor,23,8,920,320
Captain's Ring,24,8,960,320
Quartermaster Scabbard (shiny),25,8,1000,320
Spirit Dagger (shiny),26,8,1040,320
Ghostly Prism (shiny),27,8,1080,320
Spectral Cloth Armor (shiny),28,8,1120,320
Captain's Ring (shiny),29,8,1160,320
Coral Bow,0,9,0,360
Coral Venom Trap,1,9,40,360
Coral Silk Armor,2,9,80,360
Coral Ring,3,9,120,360
Sharktooth Sigil,4,9,160,360
Coral Bow (shiny),5,9,200,360
Coral Venom Trap (shiny),6,9,240,360
Coral Silk Armor (shiny),7,9,280,360
Coral Ring (shiny),8,9,320,360
Sharktooth Sigil (shiny),9,9,360,360
Tideturner Trident,10,9,400,360
Slurpian Sea Scroll,11,9,440,360
Oceanic Apparel,12,9,480,360
Imperial Keepsake,13,9,520,360
Sun's Judgement,14,9,560,360
Fire Blade,15,9,600,360
Comet of Calamity,16,9,640,360
Fire Blade (shiny),17,9,680,360
Moonbeam Blade,18,9,720,360
Dueling Daggers,19,9,760,360
Snowblind Wand,20,9,800,360
Dueling Daggers (shiny),21,9,840,360
Warlord Wand,22,9,880,360
Gaseous Glaive,23,9,920,360
Blazon Bow,24,9,960,360
Blazon Bow (shiny),25,9,1000,360
Alien Core Warp,26,9,1040,360
Alien Core Dark Matter,27,9,1080,360
Alien Core Power,28,9,1120,360
Alien Core Corrosion,29,9,1160,360
Foramite Staff,0,10,0,400
Acidic Slasher,1,10,40,400
Corrosion Cutter,2,10,80,400
Foramite Staff (shiny),3,10,120,400
Silken Sigil,4,10,160,400
Spider Silk Bow,5,10,200,400
Doku No Ken,6,10,240,400
Mace of the Depths,7,10,280,400
Spider Silk Bow (shiny),8,10,320,400
Doku No Ken (shiny),9,10,360,400
Mace of the Depths (shiny),10,10,400,400
Leaf Bow,11,10,440,400
Elder Heartwood Staff,12,10,480,400
Wakizashi of Eastern Winds,13,10,520,400
Labyrinth Dweller's Sheath,14,10,560,400
Leaf Bow (shiny),15,10,600,400
Wakizashi of Eastern Winds (shiny),16,10,640,400
Labyrinth Dweller's Sheath (shiny),17,10,680,400
Pirate King's Cutlass,18,10,720,400
Wavecrest Concertina,19,10,760,400
Pirate King's Cutlass (shiny),20,10,800,400
Wavecrest Concertina (shiny),21,10,840,400
Swashbuckler's Sickle,22,10,880,400
Tricorne of the High Seas,23,10,920,400
Naval Uniform,24,10,960,400
First Mate's Hook,25,10,1000,400
Thousand Shot,26,10,1040,400
Prism of Dire Instability,27,10,1080,400
Thousand Shot (shiny),28,10,1120,400
Prism of Dire Instability (shiny),29,10,1160,400
Bottled Medusozoan,0,11,0,440
Cnidaria Rod,1,11,40,440
Bottled Medusozoan (shiny),2,11,80,440
Cnidaria Rod (shiny),3,11,120,440
Maw of Malignance,4,11,160,440
Recurring Terror Spell,5,11,200,440
Scepter of Devastation,6,11,240,440
Tome of Pain,7,11,280,440
Maw of Malignance (shiny),8,11,320,440
Recurring Terror Spell (shiny),9,11,360,440
Scepter of Devastation (shiny),10,11,400,440
Tome of Pain (shiny),11,11,440,440
Symbiotic Ripper,12,11,480,440
Parasitic Concoction,13,11,520,440
Rags of the Host,14,11,560,440
Hivemind Circlet,15,11,600,440
The Right Hook,16,11,640,440
Tipsy Topper,17,11,680,440
Double Vision Darts,18,11,720,440
Cask Corslet,19,11,760,440
Brewer's Bangle,20,11,800,440
The Right Hook (shiny),21,11,840,440
Tipsy Topper (shiny),22,11,880,440
Double Vision Darts (shiny),23,11,920,440
Cask Corslet (shiny),24,11,960,440
Brewer's Bangle (shiny),25,11,1000,440
Sulfuric Stone,26,11,1040,440
Bogwood Crook,27,11,1080,440
Brambletooth Tachi,28,11,1120,440
Warped Mantle,29,11,1160,440
Thistleleaf Necklace,0,12,0,480
Sulfuric Stone (shiny),1,12,40,480
Bogwood Crook (shiny),2,12,80,480
Brambletooth Tachi (shiny),3,12,120,480
Warped Mantle (shiny),4,12,160,480
Thistleleaf Necklace (shiny),5,12,200,480
Wand of the Fallen,6,12,240,480
Orb of Aether,7,12,280,480
Jade Storm,8,12,320,480
Kaiken,9,12,360,480
Wand of the Fallen (shiny),10,12,400,480
Orb of Aether (shiny),11,12,440,480
Jade Storm (shiny),12,12,480,480
Kaiken (shiny),13,12,520,480
Kazekiri,14,12,560,480
Ryu's Blade,15,12,600,480
Kamishimo,16,12,640,480
Akuma's Tear,17,12,680,480
Celestial Blade,18,12,720,480
Leaf Dragon Hide Armor,19,12,760,480
Water Dragon Silk Robe,20,12,800,480
Fire Dragon Battle Armor,21,12,840,480
Midnight Star,22,12,880,480
Vision of Draconis,23,12,920,480
Draconic Insignia,24,12,960,480
Celestial Blade (shiny),25,12,1000,480
Leaf Dragon Hide Armor (shiny),26,12,1040,480
Water Dragon Silk Robe (shiny),27,12,1080,480
Fire Dragon Battle Armor (shiny),28,12,1120,480
Midnight Star (shiny),29,12,1160,480
Vision of Draconis (shiny),0,13,0,520
Hailstorm,1,13,40,520
Thundering Chorus,2,13,80,520
Wind Dancer Robe,3,13,120,520
Augur of the Tempest,4,13,160,520
Earthen Ward,5,13,200,520
Stonemould Mace,6,13,240,520
Rocky Robe,7,13,280,520
Steadfast Glyph,8,13,320,520
Saif of the Deep,9,13,360,520
Loch Sheath,10,13,400,520
Barrier Reef,11,13,440,520
Alexander's Band,12,13,480,520
Indomptable,13,13,520,520
Helm of Draconic Dominance,14,13,560,520
Zaarvox's Heart,15,13,600,520
Amulet of Drakefyre,16,13,640,520
Ring of the Pyramid,17,13,680,520
Ring of the Sphinx,18,13,720,520
Ring of the Nile,19,13,760,520
Tome of Holy Protection,20,13,800,520
Pharaoh's Requiem,21,13,840,520
Ring of the Pyramid (shiny),22,13,880,520
Ring of the Sphinx (shiny),23,13,920,520
Ring of the Nile (shiny),24,13,960,520
Tome of Holy Protection (shiny),25,13,1000,520
Pharaoh's Requiem (shiny),26,13,1040,520
Wand of Geb,27,13,1080,520
Book of Geb,28,13,1120,520
Shendyt of Geb,29,13,1160,520
Geb's Ring of Wisdom,0,14,0,560
Shadow Serpent Sidearm,1,14,40,560
Cloak of Cubic Enigma,2,14,80,560
Seal of Cubic Conundra,3,14,120,560
Cloak of Cubic Enigma (shiny),4,14,160,560
Seal of Cubic Conundra (shiny),5,14,200,560
Squaroid Staff,6,14,240,560
Cubic Frame,7,14,280,560
Polygonal Garbs,8,14,320,560
Cuband,9,14,360,560
Morning Square,10,14,400,560
The Triangle,11,14,440,560
Ring of Cubed Wisdom,12,14,480,560
Shadow Serpent Sidearm (shiny),13,14,520,560
Ring of Cubed Wisdom (shiny),14,14,560,560
Wakizashi of Crossing Fires,15,14,600,560
Skull of Endless Torment,16,14,640,560
Igneous Starblossom,17,14,680,560
Wakizashi of Crossing Fires (shiny),18,14,720,560
Skull of Endless Torment (shiny),19,14,760,560
Igneous Starblossom (shiny),20,14,800,560
Fiery Katana,21,14,840,560
Pyro Sheath,22,14,880,560
Flame Guard,23,14,920,560
Firelight Necklace,24,14,960,560
Spirit's Bane,25,14,1000,560
Bow of the Morning Star,26,14,1040,560
Sword of Illumination,27,14,1080,560
Adamantine Helm,28,14,1120,560
Adamantine Helm (shiny),29,14,1160,560
Tome of Holy Furor,0,15,0,600
Oryx's Greatsword,1,15,40,600
Champion's Bastion,2,15,80,600
Mercy's Bane,3,15,120,600
Bloodstone Ring,4,15,160,600
Tlatoani's Shroud,5,15,200,600
Tezcacoatl's Tail,6,15,240,600
Sealed Crystal Skull,7,15,280,600
Penetrating Blast Spell,8,15,320,600
Tlatoani's Shroud (shiny),9,15,360,600
Tezcacoatl's Tail (shiny),10,15,400,600
Sealed Crystal Skull (shiny),11,15,440,600
Penetrating Blast Spell (shiny),12,15,480,600
Reikoku,13,15,520,600
Daybreak Chakram,14,15,560,600
Hirejou Tenne,15,15,600,600
Heavenly Magatama,16,15,640,600
B.O.W.,17,15,680,600
S.T.A.F.F.,18,15,720,600
Q.U.I.V.E.R.,19,15,760,600
S.H.E.A.T.H.,20,15,800,600
E.Y.E.,21,15,840,600
B.O.W. (shiny),22,15,880,600
S.T.A.F.F. (shiny),23,15,920,600
Q.U.I.V.E.R. (shiny),24,15,960,600
S.H.E.A.T.H. (shiny),25,15,1000,600
E.Y.E. (shiny),26,15,1040,600
C.L.A.W.,27,15,1080,600
B.O.O.M.,28,15,1120,600
A.R.M.O.R.,29,15,1160,600
C.O.N.T.R.O.L.L.E.R.,0,16,0,640
Staff of Esben,1,16,40,640
Skullish Remains of Esben,2,16,80,640
Esben's Vows,3,16,120,640
Ase's Echo,4,16,160,640
Esben's Wedding Ring,5,16,200,640
Esben's Twisted Heart,6,16,240,640
Esben's Shaman Attire,7,16,280,640
Ase's Echo (shiny),8,16,320,640
Esben's Twisted Heart (shiny),9,16,360,640
Esben's Shaman Attire (shiny),10,16,400,640
Dalvar's Battle Axe,11,16,440,640
Sunken Buckler,12,16,480,640
Chainmail Body Armor,13,16,520,640
Gjallarhorn,14,16,560,640
Heartsteel Claymore,15,16,600,640
Symbol of the Lost,16,16,640,640
Hull of the Tundra,17,16,680,640
Frozen Heart,18,16,720,640
Iceborn Arsenal,19,16,760,640
Sublimation Sidearm,20,16,800,640
Retainer's Battlesuit,21,16,840,640
Legacy's Pendant,22,16,880,640
Blue Beehemoth Armor,23,16,920,640
Red Beehemoth Armor,24,16,960,640
Yellow Beehemoth Armor,25,16,1000,640
Queen's Stinger,26,16,1040,640
Combcutter Kunai,27,16,1080,640
Swarmlord's Sigil,28,16,1120,640
Hivemaster Helm,29,16,1160,640
Hivemind Mace,0,17,0,680
Beekeeper's Flamethrower,1,17,40,680
Queen's Stinger (shiny),2,17,80,680
Swarmlord's Sigil (shiny),3,17,120,680
Hivemaster Helm (shiny),4,17,160,680
Beekeeper's Flamethrower (shiny),5,17,200,680
Nectar Crossfire,6,17,240,680
Honeytomb Snare,7,17,280,680
Apiary Armor,8,17,320,680
Honey Circlet,9,17,360,680
Burial Blades,10,17,400,680
Staff of Unholy Sacrifice,11,17,440,680
Skull of Corrupted Souls,12,17,480,680
Ritual Robe,13,17,520,680
Bloodshed Ring,14,17,560,680
Staff of Unholy Sacrifice (shiny),15,17,600,680
Burial Blades (shiny),16,17,640,680
Skull of Corrupted Souls (shiny),17,17,680,680
Ritual Robe (shiny),18,17,720,680
Mystic Syndicate Attire,19,17,760,680
Heavy Syndicate Attire,20,17,800,680
Light Syndicate Attire,21,17,840,680
Sunken Fire Opal Ring,22,17,880,680
Faded Heart Scarab,23,17,920,680
Fractured Hannya,24,17,960,680
Storied Blades,25,17,1000,680
Forbidden Artifact,26,17,1040,680
Sheath of Thunderous Rites,27,17,1080,680
Storm Caller,28,17,1120,680
Corsair's Crown Jewel,29,17,1160,680
Rusted Barrel,0,18,0,720
Royal Sekhem,1,18,40,720
Huntsman's Volley,2,18,80,720
Frangible Longbow,3,18,120,720
Gilded Chain Scythe,4,18,160,720
Ritual Khopesh,5,18,200,720
Pirate's Sidearms,6,18,240,720
Obsidian Macuahuitl,7,18,280,720
Mystic Syndicate Attire (shiny),8,18,320,720
Heavy Syndicate Attire (shiny),9,18,360,720
Light Syndicate Attire (shiny),10,18,400,720
Fungal Breastplate,11,18,440,720
Crystallized Worm Spellblade,12,18,480,720
Crystal Shield,13,18,520,720
Sporous Spray Spell,14,18,560,720
Tome of the Mushroom Tribes,15,18,600,720
Cave Dweller Trap,16,18,640,720
Ring of Decades,17,18,680,720
Fungal Breastplate (shiny),18,18,720,720
Crystal Shield (shiny),19,18,760,720
Sporous Spray Spell (shiny),20,18,800,720
Tome of the Mushroom Tribes (shiny),21,18,840,720
Cave Dweller Trap (shiny),22,18,880,720
Ring of Decades (shiny),23,18,920,720
Crystalline Sigil,24,18,960,720
Quartz Cutter,25,18,1000,720
Crystalline Kunai,26,18,1040,720
Luminous Armor,27,18,1080,720
Radiant Heart,28,18,1120,720
Irradiance Sheath,29,18,1160,720
Fractal Blades,0,19,0,760
Cloak of Refraction,1,19,40,760
Echoes Prism,2,19,80,760
Fractured Gemstone Wakizashi,3,19,120,760
Star of Enlightenment,4,19,160,760
Crystallised Mist,5,19,200,760
Fractal Blades (shiny),6,19,240,760
Cloak of Refraction (shiny),7,19,280,760
Fractured Gemstone Wakizashi (shiny),8,19,320,760
Star of Enlightenment (shiny),9,19,360,760
Tools of the Tarnished,10,19,400,760
Wretched Rags,11,19,440,760
Sinister Syringes,12,19,480,760
Cackling Straitjacket,13,19,520,760
Command Cornea,14,19,560,760
Ocular Entrapment,15,19,600,760
Overwhelming Axehead,16,19,640,760
Motivational Megaphone,17,19,680,760
Damnation,18,19,720,760
Vial of Soul Extract,19,19,760,760
Wretched Rags (shiny),20,19,800,760
Tools of the Tarnished (shiny),21,19,840,760
Cackling Straitjacket (shiny),22,19,880,760
Ocular Entrapment (shiny),23,19,920,760
Motivational Megaphone (shiny),24,19,960,760
Damnation (shiny),25,19,1000,760
Vial of Soul Extract (shiny),26,19,1040,760
Overclocking Amulet,27,19,1080,760
Steam Pipe,28,19,1120,760
Kogbold Cower Shield,29,19,1160,760
Chain Dagger,0,20,0,800
Laser Pointer,1,20,40,800
Scepter of Rust,2,20,80,800
Brain Cube,3,20,120,800
Kogbold Enhancement Core,4,20,160,800
Overclocking Amulet (shiny),5,20,200,800
Steam Pipe (shiny),6,20,240,800
Chain Dagger (shiny),7,20,280,800
Laser Pointer (shiny),8,20,320,800
Scepter of Rust (shiny),9,20,360,800
Brain Cube (shiny),10,20,400,800
Kogbold Enhancement Core (shiny),11,20,440,800
Kogbold Multitool,12,20,480,800
Kogbold Multitool (shiny),13,20,520,800
Sword of the Colossus,14,20,560,800
Marble Seal,15,20,600,800
Breastplate of New Life,16,20,640,800
Magical Lodestone,17,20,680,800
Sword of the Colossus (shiny),18,20,720,800
Marble Seal (shiny),19,20,760,800
Breastplate of New Life (shiny),20,20,800,800
Carved Golem Remains,21,20,840,800
Brain of the Golem,22,20,880,800
Golem Garments,23,20,920,800
Rusty Cuffs,24,20,960,800
Bow of the Void,25,20,1000,800
Quiver of Shadows,26,20,1040,800
Armor of Nil,27,20,1080,800
Sourcestone,28,20,1120,800
Omnipotence Ring,29,20,1160,800
Bow of the Void (shiny),0,21,0,840
Quiver of Shadows (shiny),1,21,40,840
Armor of Nil (shiny),2,21,80,840
Omnipotence Ring (shiny),3,21,120,840
Green Beehemoth Armor,4,21,160,840
Green Beehemoth Quiver,5,21,200,840
Green Beehemoth Quiver (shiny),6,21,240,840
Sage's Wakibiki,7,21,280,840
Ethereal Happi,8,21,320,840
Flowering Kimono,9,21,360,840
Rain Maker,10,21,400,840
Taiko Drums,11,21,440,840
Elegant Parasol,12,21,480,840
Makakoyumi,13,21,520,840
Tezutsu Hanabi,14,21,560,840
Kagenohikari,15,21,600,840
Concentrated Soul Fire,16,21,640,840
Makakoyumi (shiny),17,21,680,840
Master Fishing Rod,18,21,720,840
Expert Fishing Rod,19,21,760,840
Intermediate Fishing Rod,20,21,800,840
Superior,21,21,840,840
Genesis Spell,22,21,880,840
Diplomatic Robe,23,21,920,840
Chancellor's Cranium,24,21,960,840
Superior (shiny),25,21,1000,840
Genesis Spell (shiny),26,21,1040,840
Diplomatic Robe (shiny),27,21,1080,840
Chancellor's Cranium (shiny),28,21,1120,840
Avarice,29,21,1160,840
Gambler's Fate,0,22,0,880
Turncoat Cape,1,22,40,880
Collector's Monocle,2,22,80,880
Avarice (shiny),3,22,120,880
Gambler's Fate (shiny),4,22,160,880
Turncoat Cape (shiny),5,22,200,880
Collector's Monocle (shiny),6,22,240,880
Lumiaire,7,22,280,880
Chaotic Scripture,8,22,320,880
Vesture of Duality,9,22,360,880
Divine Coronation,10,22,400,880
Lumiaire (shiny),11,22,440,880
Chaotic Scripture (shiny),12,22,480,880
Vesture of Duality (shiny),13,22,520,880
Divine Coronation (shiny),14,22,560,880
Enforcer,15,22,600,880
Ballistic Star,16,22,640,880
Centaur's Shielding,17,22,680,880
Battalion Banner,18,22,720,880
Enforcer (shiny),19,22,760,880
Ballistic Star (shiny),20,22,800,880
Centaur's Shielding (shiny),21,22,840,880
Battalion Banner (shiny),22,22,880,880
Divinity,23,22,920,880
Oryx's Escutcheon,24,22,960,880
Gladiator Guard,25,22,1000,880
Exalted God's Horn,26,22,1040,880
Divinity (shiny),27,22,1080,880
Oryx's Escutcheon (shiny),28,22,1120,880
Gladiator Guard (shiny),29,22,1160,880
Exalted God's Horn (shiny),0,23,0,920
Harmonious Harp,1,23,40,920
Angel's Fanfare,2,23,80,920
Wings of Sanctity,3,23,120,920
Heavenly Halo,4,23,160,920
Royal Guard's Cuirass,5,23,200,920
Valor,6,23,240,920
Vanguard's Visage,7,23,280,920
Sentinel's Sidearm,8,23,320,920
Bracer of the Guardian,9,23,360,920
Vest of Abandoned Shadows,10,23,400,920
Dusky Catalyst,11,23,440,920
Primal Arcana,12,23,480,920
Polarity Poison,13,23,520,920
The Twilight Gemstone,14,23,560,920
Mantle of the Monarchy,15,23,600,920
Warmonger,16,23,640,920
Peacekeeper,17,23,680,920
Noble Mandolin,18,23,720,920
The Forgotten Crown,19,23,760,920
The Forgotten Ring,20,23,800,920
Chrysalis of Eternity,21,23,840,920
Royal Guard's Cuirass (shiny),22,23,880,920
Valor (shiny),23,23,920,920
Vanguard's Visage (shiny),24,23,960,920
Sentinel's Sidearm (shiny),25,23,1000,920
Bracer of the Guardian (shiny),26,23,1040,920
Vest of Abandoned Shadows (shiny),27,23,1080,920
Dusky Catalyst (shiny),28,23,1120,920
Primal Arcana (shiny),29,23,1160,920
Polarity Poison (shiny),0,24,0,960
