item_name,grid_x,grid_y,pixel_x,pixel_y
Spectral Cloth Armor,7,4,280,160
Captain's Ring,8,4,320,160
Quartermaster Scabbard (shiny),9,4,360,160
Spirit Dagger (shiny),10,4,400,160
Ghostly Prism (shiny),11,4,440,160
Pirate King's Cutlass,12,4,480,160
Wavecrest Concertina,13,4,520,160
Wavecrest Concertina (shiny),14,4,560,160
Swashbuckler's Sickle,15,4,600,160
Tricorne of the High Seas,16,4,640,160
Naval Uniform,17,4,680,160
First Mate's Hook,18,4,720,160
Soul's Guidance,19,4,760,160
Plague Poison,20,4,800,160
Resurrected Warrior's Armor,21,4,840,160
Amulet of Dispersion,22,4,880,160
Plague Poison (shiny),23,4,920,160
Amulet of Dispersion (shiny),24,4,960,160
Etherite Dagger,25,4,1000,160
Ghastly Drape,26,4,1040,160
Mantle of Skuld,0,5,0,200
Spectral Ring of Horrors,1,5,40,200
B.O.W.,2,5,80,200
S.T.A.F.F.,3,5,120,200
Q.U.I.V.E.R.,4,5,160,200
S.H.E.A.T.H.,5,5,200,200
E.Y.E.,6,5,240,200
S.T.A.F.F. (shiny),7,5,280,200
Q.U.I.V.E.R. (shiny),8,5,320,200
S.H.E.A.T.H. (shiny),9,5,360,200
E.Y.E. (shiny),10,5,400,200
C.L.A.W.,11,5,440,200
B.O.O.M.,12,5,480,200
A.R.M.O.R.,13,5,520,200
C.O.N.T.R.O.L.L.E.R.,14,5,560,200
Staff of Esben,15,5,600,200
Skullish Remains of Esben,16,5,640,200
Esben's Vows,17,5,680,200
Ase's Echo,18,5,720,200
Esben's Wedding Ring,19,5,760,200
Esben's Twisted Heart,20,5,800,200
Esben's Shaman Attire,21,5,840,200
Dalvar's Battle Axe,22,5,880,200
Sunken Buckler,23,5,920,200
Chainmail Body Armor,24,5,960,200
Gjallarhorn,25,5,1000,200
Heartsteel Claymore,26,5,1040,200
Symbol of the Lost,0,6,0,240
Hull of the Tundra,1,6,40,240
Frozen Heart,2,6,80,240
Iceborn Arsenal,3,6,120,240
Sublimation Sidearm,4,6,160,240
Retainer's Battlesuit,5,6,200,240
Legacy's Pendant,6,6,240,240
Overclocking Amulet,7,6,280,240
Steam Pipe,8,6,320,240
Kogbold Cower Shield,9,6,360,240
Chain Dagger,10,6,400,240
Laser Pointer,11,6,440,240
Scepter of Rust,12,6,480,240
Brain Cube,13,6,520,240
Kogbold Enhancement Core,14,6,560,240
Overclocking Amulet (shiny),15,6,600,240
Steam Pipe (shiny),16,6,640,240
Laser Pointer (shiny),17,6,680,240
Scepter of Rust (shiny),18,6,720,240
Brain Cube (shiny),19,6,760,240
Kogbold Enhancement Core (shiny),20,6,800,240
Kogbold Multitool,21,6,840,240
Kogbold Multitool (shiny),22,6,880,240
Celestial Blade,23,6,920,240
Leaf Dragon Hide Armor,24,6,960,240
Water Dragon Silk Robe,25,6,1000,240
Fire Dragon Battle Armor,26,6,1040,240
Midnight Star,0,7,0,280
Vision of Draconis,1,7,40,280
Celestial Blade (shiny),2,7,80,280
Leaf Dragon Hide Armor (shiny),3,7,120,280
Water Dragon Silk Robe (shiny),4,7,160,280
Fire Dragon Battle Armor (shiny),5,7,200,280
Midnight Star (shiny),6,7,240,280
Vision of Draconis (shiny),7,7,280,280
Hailstorm,8,7,320,280
Thundering Chorus,9,7,360,280
Wind Dancer Robe,10,7,400,280
Augur of the Tempest,11,7,440,280
Earthen Ward,12,7,480,280
Stonemould Mace,13,7,520,280
Rocky Robe,14,7,560,280
Steadfast Glyph,15,7,600,280
Saif of the Deep,16,7,640,280
Loch Sheath,17,7,680,280
Barrier Reef,18,7,720,280
Alexander's Band,19,7,760,280
Indomptable,20,7,800,280
Helm of Draconic Dominance,21,7,840,280
Zaarvox's Heart,22,7,880,280
Amulet of Drakefyre,23,7,920,280
Wakizashi of Crossing Fires,24,7,960,280
Skull of Endless Torment,25,7,1000,280
Igneous Starblossom,26,7,1040,280
Skull of Endless Torment (shiny),0,8,0,320
Fiery Katana,1,8,40,320
Pyro Sheath,2,8,80,320
Flame Guard,3,8,120,320
Firelight Necklace,4,8,160,320
Sword of the Colossus,5,8,200,320
Marble Seal,6,8,240,320
Breastplate of New Life,7,8,280,320
Magical Lodestone,8,8,320,320
Sword of the Colossus (shiny),9,8,360,320
Marble Seal (shiny),10,8,400,320
Carved Golem Remains,11,8,440,320
Brain of the Golem,12,8,480,320
Golem Garments,13,8,520,320
Rusty Cuffs,14,8,560,320
Burial Blades,15,8,600,320
Staff of Unholy Sacrifice,16,8,640,320
Skull of Corrupted Souls,17,8,680,320
Ritual Robe,18,8,720,320
Bloodshed Ring,19,8,760,320
Burial Blades (shiny),20,8,800,320
Skull of Corrupted Souls (shiny),21,8,840,320
Ritual Robe (shiny),22,8,880,320
Bow of the Void,23,8,920,320
Quiver of Shadows,24,8,960,320
Armor of Nil,25,8,1000,320
Sourcestone,26,8,1040,320
Omnipotence Ring,0,9,0,360
Bow of the Void (shiny),1,9,40,360
Quiver of Shadows (shiny),2,9,80,360
Conducting Wand,3,9,120,360
Scepter of Fulmination,4,9,160,360
Robe of the Mad Scientist,5,9,200,360
Experimental Ring,6,9,240,360
Conducting Wand (shiny),7,9,280,360
Scepter of Fulmination (shiny),8,9,320,360
Robe of the Mad Scientist (shiny),9,9,360,360
Experimental Ring (shiny),10,9,400,360
Abomination's Wrath,11,9,440,360
Grotesque Scepter,12,9,480,360
Garment of the Beast,13,9,520,360
Horrific Claws,14,9,560,360
Spirit Staff,15,9,600,360
Enchantment Orb,16,9,640,360
Woodland Robe,17,9,680,360
Fairy Ring,18,9,720,360
Shield of Flowing Clarity,19,9,760,360
Enchantment Orb (shiny),20,9,800,360
Woodland Robe (shiny),21,9,840,360
Shield of Flowing Clarity (shiny),22,9,880,360
Bergenia Bow,23,9,920,360
Lifebringing Lotus,24,9,960,360
Hollyhock Hide,25,9,1000,360
Chrysanthemum Corsage,26,9,1040,360
Bone Dagger,0,10,0,400
Kyuuketsuki Hitogoroshi,1,10,40,400
St. Abraham's Wand,2,10,80,400
Tome of Purification,3,10,120,400
Chasuble of Holy Light,4,10,160,400
Ring of Divine Faith,5,10,200,400
St. Abraham's Wand (shiny),6,10,240,400
Tome of Purification (shiny),7,10,280,400
Ring of Divine Faith (shiny),8,10,320,400
Soulcursed Scythe,9,10,360,400
Vampiric Cape,10,10,400,400
Hallowed Hide,11,10,440,400
Ruthven's Rosary,12,10,480,400
Sage's Wakibiki,13,10,520,400
Ethereal Happi,14,10,560,400
Flowering Kimono,15,10,600,400
Rain Maker,16,10,640,400
Taiko Drums,17,10,680,400
Elegant Parasol,18,10,720,400
Makakoyumi,19,10,760,400
Tezutsu Hanabi,20,10,800,400
Kagenohikari,21,10,840,400
Makakoyumi (shiny),22,10,880,400
Master Fishing Rod,23,10,920,400
Wand of the Fallen,24,10,960,400
Orb of Aether,25,10,1000,400
Jade Storm,26,10,1040,400
Kaiken,0,11,0,440
Wand of the Fallen (shiny),1,11,40,440
Orb of Aether (shiny),2,11,80,440
Jade Storm (shiny),3,11,120,440
Kaiken (shiny),4,11,160,440
Kazekiri,5,11,200,440
Ryu's Blade,6,11,240,440
Kamishimo,7,11,280,440
Akuma's Tear,8,11,320,440
Coral Bow,9,11,360,440
Coral Venom Trap,10,11,400,440
Coral Silk Armor,11,11,440,440
Coral Ring,12,11,480,440
Coral Bow (shiny),13,11,520,440
Coral Venom Trap (shiny),14,11,560,440
Coral Silk Armor (shiny),15,11,600,440
Tideturner Trident,16,11,640,440
Slurpian Sea Scroll,17,11,680,440
Oceanic Apparel,18,11,720,440
Imperial Keepsake,19,11,760,440
Ancient Stone Sword,20,11,800,440
Spiteful Scutum,21,11,840,440
Cloak of the Mad God,22,11,880,440
Ancient Stone Sword (shiny),23,11,920,440
Spiteful Scutum (shiny),24,11,960,440
Cloak of the Mad God (shiny),25,11,1000,440
Theurgy Wand,26,11,1040,440
Ceremonial Merlot,0,12,0,480
Anointed Robe,1,12,40,480
Ring of Pagan Favor,2,12,80,480
Tome of Holy Furor,3,12,120,480
Oryx's Greatsword,4,12,160,480
Champion's Bastion,5,12,200,480
Mercy's Bane,6,12,240,480
Bloodstone Ring,7,12,280,480
Superior,8,12,320,480
Genesis Spell,9,12,360,480
Diplomatic Robe,10,12,400,480
Chancellor's Cranium,11,12,440,480
Superior (shiny),12,12,480,480
Genesis Spell (shiny),13,12,520,480
Diplomatic Robe (shiny),14,12,560,480
Chancellor's Cranium (shiny),15,12,600,480
Avarice,16,12,640,480
Gambler's Fate,17,12,680,480
Turncoat Cape,18,12,720,480
Collector's Monocle,19,12,760,480
Avarice (shiny),20,12,800,480
Gambler's Fate (shiny),21,12,840,480
Turncoat Cape (shiny),22,12,880,480
Collector's Monocle (shiny),23,12,920,480
Lumiaire,24,12,960,480
Chaotic Scripture,25,12,1000,480
Vesture of Duality,26,12,1040,480
Divine Coronation,0,13,0,520
Lumiaire (shiny),1,13,40,520
Chaotic Scripture (shiny),2,13,80,520
Vesture of Duality (shiny),3,13,120,520
Divine Coronation (shiny),4,13,160,520
Enforcer,5,13,200,520
Ballistic Star,6,13,240,520
Centaur's Shielding,7,13,280,520
Battalion Banner,8,13,320,520
Enforcer (shiny),9,13,360,520
Ballistic Star (shiny),10,13,400,520
Centaur's Shielding (shiny),11,13,440,520
Battalion Banner (shiny),12,13,480,520
Divinity,13,13,520,520
Oryx's Escutcheon,14,13,560,520
Gladiator Guard,15,13,600,520
Exalted God's Horn,16,13,640,520
Divinity (shiny),17,13,680,520
Oryx's Escutcheon (shiny),18,13,720,520
Gladiator Guard (shiny),19,13,760,520
Exalted God's Horn (shiny),20,13,800,520
Harmonious Harp,21,13,840,520
Angel's Fanfare,22,13,880,520
Wings of Sanctity,23,13,920,520
Heavenly Halo,24,13,960,520
Maw of Malignance,25,13,1000,520
Recurring Terror Spell,26,13,1040,520
Scepter of Devastation,0,14,0,560
Tome of Pain,1,14,40,560
Recurring Terror Spell (shiny),2,14,80,560
Scepter of Devastation (shiny),3,14,120,560
Tome of Pain (shiny),4,14,160,560
Symbiotic Ripper,5,14,200,560
Parasitic Concoction,6,14,240,560
Rags of the Host,7,14,280,560
Hivemind Circlet,8,14,320,560
Marionette Ravager,9,14,360,560
Prism of Dancing Swords,10,14,400,560
Harlequin Armor,11,14,440,560
Marionette Ravager (shiny),12,14,480,560
Prism of Dancing Swords (shiny),13,14,520,560
Harlequin Armor (shiny),14,14,560,560
Magic Wand,15,14,600,560
Lightshow Scepter,16,14,640,560
Magician's Robe,17,14,680,560
Performer's Hat,18,14,720,560
Thousand Shot,19,14,760,560
Prism of Dire Instability,20,14,800,560
Thousand Shot (shiny),21,14,840,560
Prism of Dire Instability (shiny),22,14,880,560
Tlatoani's Shroud,23,14,920,560
Tezcacoatl's Tail,24,14,960,560
Sealed Crystal Skull,25,14,1000,560
Penetrating Blast Spell,26,14,1040,560
Tlatoani's Shroud (shiny),0,15,0,600
Penetrating Blast Spell (shiny),1,15,40,600
Reikoku,2,15,80,600
Daybreak Chakram,3,15,120,600
Hirejou Tenne,4,15,160,600
Heavenly Magatama,5,15,200,600
Snakeskin Shield,6,15,240,600
Wand of the Bulwark,7,15,280,600
Snake Charmer Pungi,8,15,320,600
Snakeskin Armor,9,15,360,600
Snake Eye Ring,10,15,400,600
Snakeskin Shield (shiny),11,15,440,600
Wand of the Bulwark (shiny),12,15,480,600
Snake Charmer Pungi (shiny),13,15,520,600
Snakeskin Armor (shiny),14,15,560,600
Snake Eye Ring (shiny),15,15,600,600
Tools of the Tarnished,16,15,640,600
Wretched Rags,17,15,680,600
Sinister Syringes,18,15,720,600
Cackling Straitjacket,19,15,760,600
Command Cornea,20,15,800,600
Ocular Entrapment,21,15,840,600
Overwhelming Axehead,22,15,880,600
Motivational Megaphone,23,15,920,600
Damnation,24,15,960,600
Vial of Soul Extract,25,15,1000,600
Ocular Entrapment (shiny),26,15,1040,600
Motivational Megaphone (shiny),0,16,0,640
Damnation (shiny),1,16,40,640
Vial of Soul Extract (shiny),2,16,80,640
Staff of Extreme Prejudice,3,16,120,640
Cloak of the Planewalker,4,16,160,640
Mace of the Celestial Forest,5,16,200,640
Sprite Wand,6,16,240,640
Staff of Extreme Prejudice (shiny),7,16,280,640
Cloak of the Planewalker (shiny),8,16,320,640
Sprite Wand (shiny),9,16,360,640
Sulfuric Stone,10,16,400,640
Bogwood Crook,11,16,440,640
Brambletooth Tachi,12,16,480,640
Warped Mantle,13,16,520,640
Thistleleaf Necklace,14,16,560,640
Bogwood Crook (shiny),15,16,600,640
Brambletooth Tachi (shiny),16,16,640,640
Warped Mantle (shiny),17,16,680,640
Spider Silk Bow,18,16,720,640
Doku No Ken,19,16,760,640
Mace of the Depths,20,16,800,640
Doku No Ken (shiny),21,16,840,640
Mace of the Depths (shiny),22,16,880,640
Blue Beehemoth Armor,23,16,920,640
Red Beehemoth Armor,24,16,960,640
Yellow Beehemoth Armor,25,16,1000,640
Queen's Stinger,26,16,1040,640
Combcutter Kunai,0,17,0,680
Hivemaster Helm,1,17,40,680
Hivemind Mace,2,17,80,680
Beekeeper's Flamethrower,3,17,120,680
Hivemaster Helm (shiny),4,17,160,680
Nectar Crossfire,5,17,200,680
Honeytomb Snare,6,17,240,680
Apiary Armor,7,17,280,680
Honey Circlet,8,17,320,680
Green Beehemoth Armor,9,17,360,680
Green Beehemoth Quiver,10,17,400,680
Royal Guard's Cuirass,11,17,440,680
Valor,12,17,480,680
Vanguard's Visage,13,17,520,680
Sentinel's Sidearm,14,17,560,680
Bracer of the Guardian,15,17,600,680
Vest of Abandoned Shadows,16,17,640,680
Dusky Catalyst,17,17,680,680
Primal Arcana,18,17,720,680
Polarity Poison,19,17,760,680
The Twilight Gemstone,20,17,800,680
Mantle of the Monarchy,21,17,840,680
Warmonger,22,17,880,680
Peacekeeper,23,17,920,680
Noble Mandolin,24,17,960,680
The Forgotten Crown,25,17,1000,680
The Forgotten Ring,26,17,1040,680
Chrysalis of Eternity,0,18,0,720
Valor (shiny),1,18,40,720
Sentinel's Sidearm (shiny),2,18,80,720
Bracer of the Guardian (shiny),3,18,120,720
Vest of Abandoned Shadows (shiny),4,18,160,720
Dusky Catalyst (shiny),5,18,200,720
Primal Arcana (shiny),6,18,240,720
Polarity Poison (shiny),7,18,280,720
The Twilight Gemstone (shiny),8,18,320,720
Warmonger (shiny),9,18,360,720
Peacekeeper (shiny),10,18,400,720
Noble Mandolin (shiny),11,18,440,720
The Forgotten Crown (shiny),12,18,480,720
Corruption Tether,13,18,520,720
Ancient Eminence,14,18,560,720
Twilight Shroud,15,18,600,720
Defiled Equilibrium,16,18,640,720
Archangel's Judgement,17,18,680,720
Daevite Progenitor,18,18,720,720
Seraphim's Guard,19,18,760,720
Flames of Genesis,20,18,800,720
Fallen One's Blade,21,18,840,720
Abyssal Insignia,22,18,880,720
Vortex Plating,23,18,920,720
Eye of the Void,24,18,960,720
The Right Hook,25,18,1000,720
Tipsy Topper,26,18,1040,720
Double Vision Darts,0,19,0,760
Cask Corslet,1,19,40,760
Brewer's Bangle,2,19,80,760
The Right Hook (shiny),3,19,120,760
Double Vision Darts (shiny),4,19,160,760
Cask Corslet (shiny),5,19,200,760
Shadow Serpent Sidearm,6,19,240,760
Cloak of Cubic Enigma,7,19,280,760
Seal of Cubic Conundra,8,19,320,760
Cloak of Cubic Enigma (shiny),9,19,360,760
Seal of Cubic Conundra (shiny),10,19,400,760
Squaroid Staff,11,19,440,760
Cubic Frame,12,19,480,760
Polygonal Garbs,13,19,520,760
Cuband,14,19,560,760
Ring of the Pyramid,15,19,600,760
Ring of the Sphinx,16,19,640,760
Ring of the Nile,17,19,680,760
Tome of Holy Protection,18,19,720,760
Pharaoh's Requiem,19,19,760,760
Ring of the Pyramid (shiny),20,19,800,760
Ring of the Sphinx (shiny),21,19,840,760
Ring of the Nile (shiny),22,19,880,760
Tome of Holy Protection (shiny),23,19,920,760
Wand of Geb,24,19,960,760
Book of Geb,25,19,1000,760
Shendyt of Geb,26,19,1040,760
Geb's Ring of Wisdom,0,20,0,800
Void Blade,1,20,40,800
Murky Toxin,2,20,80,800
Void Blade (shiny),3,20,120,800
Murky Toxin (shiny),4,20,160,800
Toxin Tooth,5,20,200,800
Virulent Venom,6,20,240,800
Acidic Armor,7,20,280,800
Pernicious Peridot,8,20,320,800
Doom Bow,9,20,360,800
Spectral Sword,10,20,400,800
Wandering Souls Spell,11,20,440,800
Ring of Skeletal Specters,12,20,480,800
Doom Bow (shiny),13,20,520,800
Spectral Sword (shiny),14,20,560,800
Ring of Skeletal Specters (shiny),15,20,600,800
Edictum Praetoris,16,20,640,800
Toga Picta,17,20,680,800
Memento Mori,18,20,720,800
Interregnum,19,20,760,800
Spirit's Bane,20,20,800,800
Bow of the Morning Star,21,20,840,800
Leaf Bow,22,20,880,800
Elder Heartwood Staff,23,20,920,800
Wakizashi of Eastern Winds,24,20,960,800
Labyrinth Dweller's Sheath,25,20,1000,800
Leaf Bow (shiny),26,20,1040,800
Wakizashi of Eastern Winds (shiny),0,21,0,840
Corsair Ring,1,21,40,840
Corsair Ring (shiny),2,21,80,840
Bramble Bow,3,21,120,840
Cocoon Quiver,4,21,160,840
Cocoon Quiver (shiny),5,21,200,840
Bramble Bow (shiny),6,21,240,840
Poison Fang Dagger,7,21,280,840
Spider Shuriken,8,21,320,840
Spider's Eye Ring,9,21,360,840
Spider Shuriken (shiny),10,21,400,840
Poison Fang Dagger (shiny),11,21,440,840
Staff of the Crystal Serpent,12,21,480,840
Cracked Crystal Skull,13,21,520,840
Robe of the Tlatoani,14,21,560,840
Crystal Bone Ring,15,21,600,840
Crystal Bone Ring (shiny),16,21,640,840
Robe of the Tlatoani (shiny),17,21,680,840
Cracked Crystal Skull (shiny),18,21,720,840
Staff of the Crystal Serpent (shiny),19,21,760,840
Orb of Sweet Demise,20,21,800,840
Honey Scepter,21,21,840,840
Honey Scepter (shiny),22,21,880,840
Orb of Sweet Demise (shiny),23,21,920,840
Barnacle Basher,24,21,960,840
Yellow Beehemoth Quiver,25,21,1000,840
Red Beehemoth Quiver,26,21,1040,840
Blue Beehemoth Quiver,0,22,0,880
Cloak of Bloody Surprises,1,22,40,880
Crystallised Fang's Venom,2,22,80,880
Dirk of Cronus,3,22,120,880
Hama Yumi,4,22,160,880
Helm of the Juggernaut,5,22,200,880
Jailer's Scythe,6,22,240,880
Kageboshi,7,22,280,880
Orb of Conflict,8,22,320,880
Quiver of Thunder,9,22,360,880
Ray Katana,10,22,400,880
Seal of Blasphemous Prayer,11,22,440,880
Shield of Ogmur,12,22,480,880
Tablet of the King's Avatar,13,22,520,880
Token of Warmth,14,22,560,880
Token of Happiness,15,22,600,880
Trap of the Vile Spirit,16,22,640,880
Mighty Stein,17,22,680,880
Deadly Keg,18,22,720,880
Greaterhosen,19,22,760,880
Crystal Sword,20,22,800,880
Crystal Wand,21,22,840,880
Crystal Sword (shiny),22,22,880,880
Quiver of Thunder (shiny),23,22,920,880
Dirk of Cronus (shiny),24,22,960,880
Trap of the Vile Spirit (shiny),25,22,1000,880
Greaterhosen (shiny),26,22,1040,880
Helm of the Juggernaut (shiny),0,23,0,920
Ray Katana (shiny),1,23,40,920
Seal of Blasphemous Prayer (shiny),2,23,80,920
Deadly Keg (shiny),3,23,120,920
Mighty Stein (shiny),4,23,160,920
Barnacle Basher (shiny),5,23,200,920
Adventurer's Scarf,6,23,240,920
Torrential Staff,7,23,280,920
Celestial Recurve,8,23,320,920
Mace of the Pumpkin Effigy,9,23,360,920
Pirate's Artillery,10,23,400,920
Skull of Restless Souls,11,23,440,920
Doom's Emblem,12,23,480,920
Cavalry Lance,13,23,520,920
Cloak of the Deep,14,23,560,920
Evolutionary Records,15,23,600,920
Pollen Incendiary,16,23,640,920
Bloodbath Blade,17,23,680,920
Runes of Knowledge,18,23,720,920
Watarimono,19,23,760,920
Kiritsukeru,20,23,800,920
Reinforced Root Armor,21,23,840,920
Traveler's Trinket,22,23,880,920
The Phylactery,23,23,920,920
Soul of the Bearer,24,23,960,920
Soulless Robe,25,23,1000,920
Ring of the Covetous Heart,26,23,1040,920
Mister Mango,0,24,0,960
Butter Bow,1,24,40,960
K.I.D.D. Force,2,24,80,960
Caduceus of Current Craziness,3,24,120,960
MMace MMurderer,4,24,160,960
Blade of Ages,5,24,200,960
Groovy Mango,6,24,240,960
Baked Bow,7,24,280,960
Caduceus Of Enlightened Chaos,8,24,320,960
K.I.D.D. Force 2.0,9,24,360,960
FFabulous FFlail,10,24,400,960
Blade of Blooming,11,24,440,960
Mirror Cloak,12,24,480,960
Archerang,13,24,520,960
Spelling Spell,14,24,560,960
Tome of Moral Support,15,24,600,960
Challenger Helm,16,24,640,960
Shield of Pogmur,17,24,680,960
Seal of Eternal Life,18,24,720,960
Lightning in a Bottle,19,24,760,960
Epiphany Skull,20,24,800,960
Helium Trap,21,24,840,960
Karma Orb,22,24,880,960
Fool's Prism,23,24,920,960
Honey Scepter Supreme,24,24,960,960
Unshuriken,25,24,1000,960
NSFWakizashi,26,24,1040,960
Lullaby,0,25,0,1000
Recursion Mace,1,25,40,1000
Paper Machete,2,25,80,1000
Cheater Light Armor,3,25,120,1000
Cheater Robe,4,25,160,1000
Cheater Heavy Armor,5,25,200,1000
Omni-Impotence Ring,6,25,240,1000
Brilliance Bow,7,25,280,1000
Luxurious Leather,8,25,320,1000
Regal Ring,9,25,360,1000
Sun's Judgement,10,25,400,1000
Fire Blade,11,25,440,1000
Comet of Calamity,12,25,480,1000
Fire Blade (shiny),13,25,520,1000
Foramite Staff,14,25,560,1000
Acidic Slasher,15,25,600,1000
Corrosion Cutter,16,25,640,1000
Foramite Staff (shiny),17,25,680,1000
Warlord Wand,18,25,720,1000
Gaseous Glaive,19,25,760,1000
Blazon Bow,20,25,800,1000
Blazon Bow (shiny),21,25,840,1000
Moonbeam Blade,22,25,880,1000
Dueling Daggers,23,25,920,1000
Snowblind Wand,24,25,960,1000
Dueling Daggers (shiny),25,25,1000,1000
Mystic Syndicate Attire,26,25,1040,1000
Heavy Syndicate Attire,0,26,0,1040
Light Syndicate Attire,1,26,40,1040
Sunken Fire Opal Ring,2,26,80,1040
Faded Heart Scarab,3,26,120,1040
Fractured Hannya,4,26,160,1040
Storied Blades,5,26,200,1040
Forbidden Artifact,6,26,240,1040
Sheath of Thunderous Rites,7,26,280,1040
Storm Caller,8,26,320,1040
Corsair's Crown Jewel,9,26,360,1040
Rusted Barrel,10,26,400,1040
Royal Sekhem,11,26,440,1040
Frangible Longbow,12,26,480,1040
Gilded Chain Scythe,13,26,520,1040
Ritual Khopesh,14,26,560,1040
Pirate's Sidearms,15,26,600,1040
Obsidian Macuahuitl,16,26,640,1040
Mystic Syndicate Attire (shiny),17,26,680,1040
Heavy Syndicate Attire (shiny),18,26,720,1040
Light Syndicate Attire (shiny),19,26,760,1040
