item_name,grid_x,grid_y,pixel_x,pixel_y
Spectral Cloth Armor,28,3,1120,120
Captain's Ring,0,4,0,160
Quartermaster Scabbard (shiny),1,4,40,160
Spirit Dagger (shiny),2,4,80,160
Ghostly Prism (shiny),3,4,120,160
Pirate King's Cutlass,4,4,160,160
Wavecrest Concertina,5,4,200,160
Wavecrest Concertina (shiny),6,4,240,160
Swashbuckler's Sickle,7,4,280,160
Tricorne of the High Seas,8,4,320,160
Naval Uniform,9,4,360,160
First Mate's Hook,10,4,400,160
Soul's Guidance,11,4,440,160
Plague Poison,12,4,480,160
Resurrected Warrior's Armor,13,4,520,160
Amulet of Dispersion,14,4,560,160
Plague Poison (shiny),15,4,600,160
Amulet of Dispersion (shiny),16,4,640,160
Etherite Dagger,17,4,680,160
Ghastly Drape,18,4,720,160
Mantle of Skuld,19,4,760,160
Spectral Ring of Horrors,20,4,800,160
B.O.W.,21,4,840,160
S.T.A.F.F.,22,4,880,160
Q.U.I.V.E.R.,23,4,920,160
S.H.E.A.T.H.,24,4,960,160
E.Y.E.,25,4,1000,160
S.T.A.F.F. (shiny),26,4,1040,160
Q.U.I.V.E.R. (shiny),27,4,1080,160
S.H.E.A.T.H. (shiny),28,4,1120,160
E.Y.E. (shiny),0,5,0,200
C.L.A.W.,1,5,40,200
B.O.O.M.,2,5,80,200
A.R.M.O.R.,3,5,120,200
C.O.N.T.R.O.L.L.E.R.,4,5,160,200
Staff of Esben,5,5,200,200
Skullish Remains of Esben,6,5,240,200
Esben's Vows,7,5,280,200
Ase's Echo,8,5,320,200
Esben's Wedding Ring,9,5,360,200
Esben's Twisted Heart,10,5,400,200
Esben's Shaman Attire,11,5,440,200
Dalvar's Battle Axe,12,5,480,200
Sunken Buckler,13,5,520,200
Chainmail Body Armor,14,5,560,200
Gjallarhorn,15,5,600,200
Heartsteel Claymore,16,5,640,200
Symbol of the Lost,17,5,680,200
Hull of the Tundra,18,5,720,200
Frozen Heart,19,5,760,200
Iceborn Arsenal,20,5,800,200
Sublimation Sidearm,21,5,840,200
Retainer's Battlesuit,22,5,880,200
Legacy's Pendant,23,5,920,200
Overclocking Amulet,24,5,960,200
Steam Pipe,25,5,1000,200
Kogbold Cower Shield,26,5,1040,200
Chain Dagger,27,5,1080,200
Laser Pointer,28,5,1120,200
Scepter of Rust,0,6,0,240
Brain Cube,1,6,40,240
Kogbold Enhancement Core,2,6,80,240
Overclocking Amulet (shiny),3,6,120,240
Steam Pipe (shiny),4,6,160,240
Laser Pointer (shiny),5,6,200,240
Scepter of Rust (shiny),6,6,240,240
Brain Cube (shiny),7,6,280,240
Kogbold Enhancement Core (shiny),8,6,320,240
Kogbold Multitool,9,6,360,240
Kogbold Multitool (shiny),10,6,400,240
Celestial Blade,11,6,440,240
Leaf Dragon Hide Armor,12,6,480,240
Water Dragon Silk Robe,13,6,520,240
Fire Dragon Battle Armor,14,6,560,240
Midnight Star,15,6,600,240
Vision of Draconis,16,6,640,240
Celestial Blade (shiny),17,6,680,240
Leaf Dragon Hide Armor (shiny),18,6,720,240
Water Dragon Silk Robe (shiny),19,6,760,240
Fire Dragon Battle Armor (shiny),20,6,800,240
Midnight Star (shiny),21,6,840,240
Vision of Draconis (shiny),22,6,880,240
Hailstorm,23,6,920,240
Thundering Chorus,24,6,960,240
Wind Dancer Robe,25,6,1000,240
Augur of the Tempest,26,6,1040,240
Earthen Ward,27,6,1080,240
Stonemould Mace,28,6,1120,240
Rocky Robe,0,7,0,280
Steadfast Glyph,1,7,40,280
Saif of the Deep,2,7,80,280
Loch Sheath,3,7,120,280
Barrier Reef,4,7,160,280
Alexander's Band,5,7,200,280
Indomptable,6,7,240,280
Helm of Draconic Dominance,7,7,280,280
Zaarvox's Heart,8,7,320,280
Amulet of Drakefyre,9,7,360,280
Wakizashi of Crossing Fires,10,7,400,280
Skull of Endless Torment,11,7,440,280
Igneous Starblossom,12,7,480,280
Skull of Endless Torment (shiny),13,7,520,280
Fiery Katana,14,7,560,280
Pyro Sheath,15,7,600,280
Flame Guard,16,7,640,280
Firelight Necklace,17,7,680,280
Sword of the Colossus,18,7,720,280
Marble Seal,19,7,760,280
Breastplate of New Life,20,7,800,280
Magical Lodestone,21,7,840,280
Sword of the Colossus (shiny),22,7,880,280
Marble Seal (shiny),23,7,920,280
Carved Golem Remains,24,7,960,280
Brain of the Golem,25,7,1000,280
Golem Garments,26,7,1040,280
Rusty Cuffs,27,7,1080,280
Burial Blades,28,7,1120,280
Staff of Unholy Sacrifice,0,8,0,320
Skull of Corrupted Souls,1,8,40,320
Ritual Robe,2,8,80,320
Bloodshed Ring,3,8,120,320
Burial Blades (shiny),4,8,160,320
Skull of Corrupted Souls (shiny),5,8,200,320
Ritual Robe (shiny),6,8,240,320
Bow of the Void,7,8,280,320
Quiver of Shadows,8,8,320,320
Armor of Nil,9,8,360,320
Sourcestone,10,8,400,320
Omnipotence Ring,11,8,440,320
Bow of the Void (shiny),12,8,480,320
Quiver of Shadows (shiny),13,8,520,320
Conducting Wand,14,8,560,320
Scepter of Fulmination,15,8,600,320
Robe of the Mad Scientist,16,8,640,320
Experimental Ring,17,8,680,320
Conducting Wand (shiny),18,8,720,320
Scepter of Fulmination (shiny),19,8,760,320
Robe of the Mad Scientist (shiny),20,8,800,320
Experimental Ring (shiny),21,8,840,320
Abomination's Wrath,22,8,880,320
Grotesque Scepter,23,8,920,320
Garment of the Beast,24,8,960,320
Horrific Claws,25,8,1000,320
Spirit Staff,26,8,1040,320
Enchantment Orb,27,8,1080,320
Woodland Robe,28,8,1120,320
Fairy Ring,0,9,0,360
Shield of Flowing Clarity,1,9,40,360
Enchantment Orb (shiny),2,9,80,360
Woodland Robe (shiny),3,9,120,360
Shield of Flowing Clarity (shiny),4,9,160,360
Bergenia Bow,5,9,200,360
Lifebringing Lotus,6,9,240,360
Hollyhock Hide,7,9,280,360
Chrysanthemum Corsage,8,9,320,360
Bone Dagger,9,9,360,360
Kyuuketsuki Hitogoroshi,10,9,400,360
St. Abraham's Wand,11,9,440,360
Tome of Purification,12,9,480,360
Chasuble of Holy Light,13,9,520,360
Ring of Divine Faith,14,9,560,360
St. Abraham's Wand (shiny),15,9,600,360
Tome of Purification (shiny),16,9,640,360
Ring of Divine Faith (shiny),17,9,680,360
Soulcursed Scythe,18,9,720,360
Vampiric Cape,19,9,760,360
Hallowed Hide,20,9,800,360
Ruthven's Rosary,21,9,840,360
Sage's Wakibiki,22,9,880,360
Ethereal Happi,23,9,920,360
Flowering Kimono,24,9,960,360
Rain Maker,25,9,1000,360
Taiko Drums,26,9,1040,360
Elegant Parasol,27,9,1080,360
Makakoyumi,28,9,1120,360
Tezutsu Hanabi,0,10,0,400
Kagenohikari,1,10,40,400
Makakoyumi (shiny),2,10,80,400
Master Fishing Rod,3,10,120,400
Wand of the Fallen,4,10,160,400
Orb of Aether,5,10,200,400
Jade Storm,6,10,240,400
Kaiken,7,10,280,400
Wand of the Fallen (shiny),8,10,320,400
Orb of Aether (shiny),9,10,360,400
Jade Storm (shiny),10,10,400,400
Kaiken (shiny),11,10,440,400
Kazekiri,12,10,480,400
Ryu's Blade,13,10,520,400
Kamishimo,14,10,560,400
Akuma's Tear,15,10,600,400
Coral Bow,16,10,640,400
Coral Venom Trap,17,10,680,400
Coral Silk Armor,18,10,720,400
Coral Ring,19,10,760,400
Coral Bow (shiny),20,10,800,400
Coral Venom Trap (shiny),21,10,840,400
Coral Silk Armor (shiny),22,10,880,400
Tideturner Trident,23,10,920,400
Slurpian Sea Scroll,24,10,960,400
Oceanic Apparel,25,10,1000,400
Imperial Keepsake,26,10,1040,400
Ancient Stone Sword,27,10,1080,400
Spiteful Scutum,28,10,1120,400
Cloak of the Mad God,0,11,0,440
Ancient Stone Sword (shiny),1,11,40,440
Spiteful Scutum (shiny),2,11,80,440
Cloak of the Mad God (shiny),3,11,120,440
Theurgy Wand,4,11,160,440
Ceremonial Merlot,5,11,200,440
Anointed Robe,6,11,240,440
Ring of Pagan Favor,7,11,280,440
Tome of Holy Furor,8,11,320,440
Oryx's Greatsword,9,11,360,440
Champion's Bastion,10,11,400,440
Mercy's Bane,11,11,440,440
Bloodstone Ring,12,11,480,440
Superior,13,11,520,440
Genesis Spell,14,11,560,440
Diplomatic Robe,15,11,600,440
Chancellor's Cranium,16,11,640,440
Superior (shiny),17,11,680,440
Genesis Spell (shiny),18,11,720,440
Diplomatic Robe (shiny),19,11,760,440
Chancellor's Cranium (shiny),20,11,800,440
Avarice,21,11,840,440
Gambler's Fate,22,11,880,440
Turncoat Cape,23,11,920,440
Collector's Monocle,24,11,960,440
Avarice (shiny),25,11,1000,440
Gambler's Fate (shiny),26,11,1040,440
Turncoat Cape (shiny),27,11,1080,440
Collector's Monocle (shiny),28,11,1120,440
Lumiaire,0,12,0,480
Chaotic Scripture,1,12,40,480
Vesture of Duality,2,12,80,480
Divine Coronation,3,12,120,480
Lumiaire (shiny),4,12,160,480
Chaotic Scripture (shiny),5,12,200,480
Vesture of Duality (shiny),6,12,240,480
Divine Coronation (shiny),7,12,280,480
Enforcer,8,12,320,480
Ballistic Star,9,12,360,480
Centaur's Shielding,10,12,400,480
Battalion Banner,11,12,440,480
Enforcer (shiny),12,12,480,480
Ballistic Star (shiny),13,12,520,480
Centaur's Shielding (shiny),14,12,560,480
Battalion Banner (shiny),15,12,600,480
Divinity,16,12,640,480
Oryx's Escutcheon,17,12,680,480
Gladiator Guard,18,12,720,480
Exalted God's Horn,19,12,760,480
Divinity (shiny),20,12,800,480
Oryx's Escutcheon (shiny),21,12,840,480
Gladiator Guard (shiny),22,12,880,480
Exalted God's Horn (shiny),23,12,920,480
Harmonious Harp,24,12,960,480
Angel's Fanfare,25,12,1000,480
Wings of Sanctity,26,12,1040,480
Heavenly Halo,27,12,1080,480
Maw of Malignance,28,12,1120,480
Recurring Terror Spell,0,13,0,520
Scepter of Devastation,1,13,40,520
Tome of Pain,2,13,80,520
Recurring Terror Spell (shiny),3,13,120,520
Scepter of Devastation (shiny),4,13,160,520
Tome of Pain (shiny),5,13,200,520
Symbiotic Ripper,6,13,240,520
Parasitic Concoction,7,13,280,520
Rags of the Host,8,13,320,520
Hivemind Circlet,9,13,360,520
Marionette Ravager,10,13,400,520
Prism of Dancing Swords,11,13,440,520
Harlequin Armor,12,13,480,520
Marionette Ravager (shiny),13,13,520,520
Prism of Dancing Swords (shiny),14,13,560,520
Harlequin Armor (shiny),15,13,600,520
Magic Wand,16,13,640,520
Lightshow Scepter,17,13,680,520
Magician's Robe,18,13,720,520
Performer's Hat,19,13,760,520
Thousand Shot,20,13,800,520
Prism of Dire Instability,21,13,840,520
Thousand Shot (shiny),22,13,880,520
Prism of Dire Instability (shiny),23,13,920,520
Tlatoani's Shroud,24,13,960,520
Tezcacoatl's Tail,25,13,1000,520
Sealed Crystal Skull,26,13,1040,520
Penetrating Blast Spell,27,13,1080,520
Tlatoani's Shroud (shiny),28,13,1120,520
Penetrating Blast Spell (shiny),0,14,0,560
Reikoku,1,14,40,560
Daybreak Chakram,2,14,80,560
Hirejou Tenne,3,14,120,560
Heavenly Magatama,4,14,160,560
Snakeskin Shield,5,14,200,560
Wand of the Bulwark,6,14,240,560
Snake Charmer Pungi,7,14,280,560
Snakeskin Armor,8,14,320,560
Snake Eye Ring,9,14,360,560
Snakeskin Shield (shiny),10,14,400,560
Wand of the Bulwark (shiny),11,14,440,560
Snake Charmer Pungi (shiny),12,14,480,560
Snakeskin Armor (shiny),13,14,520,560
Snake Eye Ring (shiny),14,14,560,560
Tools of the Tarnished,15,14,600,560
Wretched Rags,16,14,640,560
Sinister Syringes,17,14,680,560
Cackling Straitjacket,18,14,720,560
Command Cornea,19,14,760,560
Ocular Entrapment,20,14,800,560
Overwhelming Axehead,21,14,840,560
Motivational Megaphone,22,14,880,560
Damnation,23,14,920,560
Vial of Soul Extract,24,14,960,560
Ocular Entrapment (shiny),25,14,1000,560
Motivational Megaphone (shiny),26,14,1040,560
Damnation (shiny),27,14,1080,560
Vial of Soul Extract (shiny),28,14,1120,560
Staff of Extreme Prejudice,0,15,0,600
Cloak of the Planewalker,1,15,40,600
Mace of the Celestial Forest,2,15,80,600
Sprite Wand,3,15,120,600
Staff of Extreme Prejudice (shiny),4,15,160,600
Cloak of the Planewalker (shiny),5,15,200,600
Sprite Wand (shiny),6,15,240,600
Sulfuric Stone,7,15,280,600
Bogwood Crook,8,15,320,600
Brambletooth Tachi,9,15,360,600
Warped Mantle,10,15,400,600
Thistleleaf Necklace,11,15,440,600
Bogwood Crook (shiny),12,15,480,600
Brambletooth Tachi (shiny),13,15,520,600
Warped Mantle (shiny),14,15,560,600
Spider Silk Bow,15,15,600,600
Doku No Ken,16,15,640,600
Mace of the Depths,17,15,680,600
Doku No Ken (shiny),18,15,720,600
Mace of the Depths (shiny),19,15,760,600
Blue Beehemoth Armor,20,15,800,600
Red Beehemoth Armor,21,15,840,600
Yellow Beehemoth Armor,22,15,880,600
Queen's Stinger,23,15,920,600
Combcutter Kunai,24,15,960,600
Hivemaster Helm,25,15,1000,600
Hivemind Mace,26,15,1040,600
Beekeeper's Flamethrower,27,15,1080,600
Hivemaster Helm (shiny),28,15,1120,600
Nectar Crossfire,0,16,0,640
Honeytomb Snare,1,16,40,640
Apiary Armor,2,16,80,640
Honey Circlet,3,16,120,640
Green Beehemoth Armor,4,16,160,640
Green Beehemoth Quiver,5,16,200,640
Royal Guard's Cuirass,6,16,240,640
Valor,7,16,280,640
Vanguard's Visage,8,16,320,640
Sentinel's Sidearm,9,16,360,640
Bracer of the Guardian,10,16,400,640
Vest of Abandoned Shadows,11,16,440,640
Dusky Catalyst,12,16,480,640
Primal Arcana,13,16,520,640
Polarity Poison,14,16,560,640
The Twilight Gemstone,15,16,600,640
Mantle of the Monarchy,16,16,640,640
Warmonger,17,16,680,640
Peacekeeper,18,16,720,640
Noble Mandolin,19,16,760,640
The Forgotten Crown,20,16,800,640
The Forgotten Ring,21,16,840,640
Chrysalis of Eternity,22,16,880,640
Valor (shiny),23,16,920,640
Sentinel's Sidearm (shiny),24,16,960,640
Bracer of the Guardian (shiny),25,16,1000,640
Vest of Abandoned Shadows (shiny),26,16,1040,640
Dusky Catalyst (shiny),27,16,1080,640
Primal Arcana (shiny),28,16,1120,640
Polarity Poison (shiny),0,17,0,680
The Twilight Gemstone (shiny),1,17,40,680
Warmonger (shiny),2,17,80,680
Peacekeeper (shiny),3,17,120,680
Noble Mandolin (shiny),4,17,160,680
The Forgotten Crown (shiny),5,17,200,680
Corruption Tether,6,17,240,680
Ancient Eminence,7,17,280,680
Twilight Shroud,8,17,320,680
Defiled Equilibrium,9,17,360,680
Archangel's Judgement,10,17,400,680
Daevite Progenitor,11,17,440,680
Seraphim's Guard,12,17,480,680
Flames of Genesis,13,17,520,680
Fallen One's Blade,14,17,560,680
Abyssal Insignia,15,17,600,680
Vortex Plating,16,17,640,680
Eye of the Void,17,17,680,680
The Right Hook,18,17,720,680
Tipsy Topper,19,17,760,680
Double Vision Darts,20,17,800,680
Cask Corslet,21,17,840,680
Brewer's Bangle,22,17,880,680
The Right Hook (shiny),23,17,920,680
Double Vision Darts (shiny),24,17,960,680
Cask Corslet (shiny),25,17,1000,680
Shadow Serpent Sidearm,26,17,1040,680
Cloak of Cubic Enigma,27,17,1080,680
Seal of Cubic Conundra,28,17,1120,680
Cloak of Cubic Enigma (shiny),0,18,0,720
Seal of Cubic Conundra (shiny),1,18,40,720
Squaroid Staff,2,18,80,720
Cubic Frame,3,18,120,720
Polygonal Garbs,4,18,160,720
Cuband,5,18,200,720
Ring of the Pyramid,6,18,240,720
Ring of the Sphinx,7,18,280,720
Ring of the Nile,8,18,320,720
Tome of Holy Protection,9,18,360,720
Pharaoh's Requiem,10,18,400,720
Ring of the Pyramid (shiny),11,18,440,720
Ring of the Sphinx (shiny),12,18,480,720
Ring of the Nile (shiny),13,18,520,720
Tome of Holy Protection (shiny),14,18,560,720
Wand of Geb,15,18,600,720
Book of Geb,16,18,640,720
Shendyt of Geb,17,18,680,720
Geb's Ring of Wisdom,18,18,720,720
Void Blade,19,18,760,720
Murky Toxin,20,18,800,720
Void Blade (shiny),21,18,840,720
Murky Toxin (shiny),22,18,880,720
Toxin Tooth,23,18,920,720
Virulent Venom,24,18,960,720
Acidic Armor,25,18,1000,720
Pernicious Peridot,26,18,1040,720
Doom Bow,27,18,1080,720
Spectral Sword,28,18,1120,720
Wandering Souls Spell,0,19,0,760
Ring of Skeletal Specters,1,19,40,760
Doom Bow (shiny),2,19,80,760
Spectral Sword (shiny),3,19,120,760
Ring of Skeletal Specters (shiny),4,19,160,760
Edictum Praetoris,5,19,200,760
Toga Picta,6,19,240,760
Memento Mori,7,19,280,760
Interregnum,8,19,320,760
Spirit's Bane,9,19,360,760
Bow of the Morning Star,10,19,400,760
Leaf Bow,11,19,440,760
Elder Heartwood Staff,12,19,480,760
Wakizashi of Eastern Winds,13,19,520,760
Labyrinth Dweller's Sheath,14,19,560,760
Leaf Bow (shiny),15,19,600,760
Wakizashi of Eastern Winds (shiny),16,19,640,760
Corsair Ring,17,19,680,760
Corsair Ring (shiny),18,19,720,760
Bramble Bow,19,19,760,760
Cocoon Quiver,20,19,800,760
Cocoon Quiver (shiny),21,19,840,760
Bramble Bow (shiny),22,19,880,760
Poison Fang Dagger,23,19,920,760
Spider Shuriken,24,19,960,760
Spider's Eye Ring,25,19,1000,760
Spider Shuriken (shiny),26,19,1040,760
Poison Fang Dagger (shiny),27,19,1080,760
Staff of the Crystal Serpent,28,19,1120,760
Cracked Crystal Skull,0,20,0,800
Robe of the Tlatoani,1,20,40,800
Crystal Bone Ring,2,20,80,800
Crystal Bone Ring (shiny),3,20,120,800
Robe of the Tlatoani (shiny),4,20,160,800
Cracked Crystal Skull (shiny),5,20,200,800
Staff of the Crystal Serpent (shiny),6,20,240,800
Orb of Sweet Demise,7,20,280,800
Honey Scepter,8,20,320,800
Honey Scepter (shiny),9,20,360,800
Orb of Sweet Demise (shiny),10,20,400,800
Barnacle Basher,11,20,440,800
Yellow Beehemoth Quiver,12,20,480,800
Red Beehemoth Quiver,13,20,520,800
Blue Beehemoth Quiver,14,20,560,800
Cloak of Bloody Surprises,15,20,600,800
Crystallised Fang's Venom,16,20,640,800
Dirk of Cronus,17,20,680,800
Hama Yumi,18,20,720,800
Helm of the Juggernaut,19,20,760,800
Jailer's Scythe,20,20,800,800
Kageboshi,21,20,840,800
Orb of Conflict,22,20,880,800
Quiver of Thunder,23,20,920,800
Ray Katana,24,20,960,800
Seal of Blasphemous Prayer,25,20,1000,800
Shield of Ogmur,26,20,1040,800
Tablet of the King's Avatar,27,20,1080,800
Token of Warmth,28,20,1120,800
Token of Happiness,0,21,0,840
Trap of the Vile Spirit,1,21,40,840
Mighty Stein,2,21,80,840
Deadly Keg,3,21,120,840
Greaterhosen,4,21,160,840
Crystal Sword,5,21,200,840
Crystal Wand,6,21,240,840
Crystal Sword (shiny),7,21,280,840
Quiver of Thunder (shiny),8,21,320,840
Dirk of Cronus (shiny),9,21,360,840
Trap of the Vile Spirit (shiny),10,21,400,840
Greaterhosen (shiny),11,21,440,840
Helm of the Juggernaut (shiny),12,21,480,840
Ray Katana (shiny),13,21,520,840
Seal of Blasphemous Prayer (shiny),14,21,560,840
Deadly Keg (shiny),15,21,600,840
Mighty Stein (shiny),16,21,640,840
Barnacle Basher (shiny),17,21,680,840
Adventurer's Scarf,18,21,720,840
Torrential Staff,19,21,760,840
Celestial Recurve,20,21,800,840
Mace of the Pumpkin Effigy,21,21,840,840
Pirate's Artillery,22,21,880,840
Skull of Restless Souls,23,21,920,840
Doom's Emblem,24,21,960,840
Cavalry Lance,25,21,1000,840
Cloak of the Deep,26,21,1040,840
Evolutionary Records,27,21,1080,840
Pollen Incendiary,28,21,1120,840
Bloodbath Blade,0,22,0,880
Runes of Knowledge,1,22,40,880
Watarimono,2,22,80,880
Kiritsukeru,3,22,120,880
Reinforced Root Armor,4,22,160,880
Traveler's Trinket,5,22,200,880
The Phylactery,6,22,240,880
Soul of the Bearer,7,22,280,880
Soulless Robe,8,22,320,880
Ring of the Covetous Heart,9,22,360,880
Mister Mango,10,22,400,880
Butter Bow,11,22,440,880
K.I.D.D. Force,12,22,480,880
Caduceus of Current Craziness,13,22,520,880
MMace MMurderer,14,22,560,880
Blade of Ages,15,22,600,880
Groovy Mango,16,22,640,880
Baked Bow,17,22,680,880
Caduceus Of Enlightened Chaos,18,22,720,880
K.I.D.D. Force 2.0,19,22,760,880
FFabulous FFlail,20,22,800,880
Blade of Blooming,21,22,840,880
Mirror Cloak,22,22,880,880
Archerang,23,22,920,880
Spelling Spell,24,22,960,880
Tome of Moral Support,25,22,1000,880
Challenger Helm,26,22,1040,880
Shield of Pogmur,27,22,1080,880
Seal of Eternal Life,28,22,1120,880
Lightning in a Bottle,0,23,0,920
Epiphany Skull,1,23,40,920
Helium Trap,2,23,80,920
Karma Orb,3,23,120,920
Fool's Prism,4,23,160,920
Honey Scepter Supreme,5,23,200,920
Unshuriken,6,23,240,920
NSFWakizashi,7,23,280,920
Lullaby,8,23,320,920
Recursion Mace,9,23,360,920
Paper Machete,10,23,400,920
Cheater Light Armor,11,23,440,920
Cheater Robe,12,23,480,920
Cheater Heavy Armor,13,23,520,920
Omni-Impotence Ring,14,23,560,920
Brilliance Bow,15,23,600,920
Luxurious Leather,16,23,640,920
Regal Ring,17,23,680,920
Sun's Judgement,18,23,720,920
Fire Blade,19,23,760,920
Comet of Calamity,20,23,800,920
Fire Blade (shiny),21,23,840,920
Foramite Staff,22,23,880,920
Acidic Slasher,23,23,920,920
Corrosion Cutter,24,23,960,920
Foramite Staff (shiny),25,23,1000,920
Warlord Wand,26,23,1040,920
Gaseous Glaive,27,23,1080,920
Blazon Bow,28,23,1120,920
Blazon Bow (shiny),0,24,0,960
Moonbeam Blade,1,24,40,960
Dueling Daggers,2,24,80,960
Snowblind Wand,3,24,120,960
Dueling Daggers (shiny),4,24,160,960
Mystic Syndicate Attire,5,24,200,960
Heavy Syndicate Attire,6,24,240,960
Light Syndicate Attire,7,24,280,960
Sunken Fire Opal Ring,8,24,320,960
Faded Heart Scarab,9,24,360,960
Fractured Hannya,10,24,400,960
Storied Blades,11,24,440,960
Forbidden Artifact,12,24,480,960
Sheath of Thunderous Rites,13,24,520,960
Storm Caller,14,24,560,960
Corsair's Crown Jewel,15,24,600,960
Rusted Barrel,16,24,640,960
Royal Sekhem,17,24,680,960
Frangible Longbow,18,24,720,960
Gilded Chain Scythe,19,24,760,960
Ritual Khopesh,20,24,800,960
Pirate's Sidearms,21,24,840,960
Obsidian Macuahuitl,22,24,880,960
Mystic Syndicate Attire (shiny),23,24,920,960
Heavy Syndicate Attire (shiny),24,24,960,960
Light Syndicate Attire (shiny),25,24,1000,960
Unstable Anomaly,26,24,1040,960
Lethargic Sentience,27,24,1080,960
Toy Knife,28,24,1120,960
Barely Attuned Magic Thingy,0,25,0,1000
Precisely Calibrated Stringstick,1,25,40,1000
Random Spell Extraction Device,2,25,80,1000
Krathana,3,25,120,1000
Silex's Hammer,4,25,160,1000
Mimicry Trap,5,25,200,1000
Arctic Bow,6,25,240,1000
Freezing Quiver,7,25,280,1000
Frimarra,8,25,320,1000
