item_name,grid_x,grid_y,pixel_x,pixel_y
Ronin's Wakizashi,20,3,800,120
Corruption Cutter,21,3,840,120
Necronomicon (shiny),22,3,880,120
Scholar's Seal (shiny),23,3,920,120
Ronin's Wakizashi (shiny),24,3,960,120
Corruption Cutter (shiny),25,3,1000,120
Deathless Crossbow,26,3,1040,120
Quiver of Shrieking Specters,27,3,1080,120
Wraith's Brigandine,28,3,1120,120
Revenant Ring,29,3,1160,120
Cultured Bookwyrm Pet Skin,30,3,1200,120
Enlightened Bookwyrm Pet Skin,0,4,0,160
Quartermaster Scabbard,1,4,40,160
Spirit Dagger,2,4,80,160
Ghostly Prism,3,4,120,160
Spectral Cloth Armor,4,4,160,160
Captain's Ring,5,4,200,160
Quartermaster Scabbard (shiny),6,4,240,160
Spirit Dagger (shiny),7,4,280,160
Ghostly Prism (shiny),8,4,320,160
Spectral Cloth Armor (shiny),9,4,360,160
Pearl Necklace,10,4,400,160
Golden Chalice,11,4,440,160
Ruby Gemstone,12,4,480,160
Spirit Pet Skin,13,4,520,160
Lil' Davy Pet Skin,14,4,560,160
Pirate King's Cutlass,15,4,600,160
Wavecrest Concertina,16,4,640,160
Pirate King's Cutlass (shiny),17,4,680,160
Wavecrest Concertina (shiny),18,4,720,160
Swashbuckler's Sickle,19,4,760,160
Tricorne of the High Seas,20,4,800,160
Naval Uniform,21,4,840,160
First Mate's Hook,22,4,880,160
Calamity Crab Pet Skin,23,4,920,160
Soul's Guidance,24,4,960,160
Plague Poison,25,4,1000,160
Resurrected Warrior's Armor,26,4,1040,160
Amulet of Dispersion,27,4,1080,160
Soul's Guidance (shiny),28,4,1120,160
Plague Poison (shiny),29,4,1160,160
Resurrected Warrior's Armor (shiny),30,4,1200,160
Amulet of Dispersion (shiny),0,5,0,200
Etherite Dagger,1,5,40,200
Ghastly Drape,2,5,80,200
Mantle of Skuld,3,5,120,200
Spectral Ring of Horrors,4,5,160,200
Werewolf Cub Pet Skin,5,5,200,200
B.O.W.,6,5,240,200
S.T.A.F.F.,7,5,280,200
Q.U.I.V.E.R.,8,5,320,200
S.H.E.A.T.H.,9,5,360,200
E.Y.E.,10,5,400,200
B.O.W. (shiny),11,5,440,200
S.T.A.F.F. (shiny),12,5,480,200
Q.U.I.V.E.R. (shiny),13,5,520,200
S.H.E.A.T.H. (shiny),14,5,560,200
E.Y.E. (shiny),15,5,600,200
C.L.A.W.,16,5,640,200
B.O.O.M.,17,5,680,200
A.R.M.O.R.,18,5,720,200
C.O.N.T.R.O.L.L.E.R.,19,5,760,200
Blizzard Pet Skin,20,5,800,200
Staff of Esben,21,5,840,200
Skullish Remains of Esben,22,5,880,200
Esben's Vows,23,5,920,200
Ase's Echo,24,5,960,200
Esben's Wedding Ring,25,5,1000,200
Esben's Twisted Heart,26,5,1040,200
Esben's Shaman Attire,27,5,1080,200
Ase's Echo (shiny),28,5,1120,200
Esben's Twisted Heart (shiny),29,5,1160,200
Esben's Shaman Attire (shiny),30,5,1200,200
Dalvar's Battle Axe,0,6,0,240
Sunken Buckler,1,6,40,240
Chainmail Body Armor,2,6,80,240
Gjallarhorn,3,6,120,240
Heartsteel Claymore,4,6,160,240
Symbol of the Lost,5,6,200,240
Hull of the Tundra,6,6,240,240
Frozen Heart,7,6,280,240
Iceborn Arsenal,8,6,320,240
Sublimation Sidearm,9,6,360,240
Retainer's Battlesuit,10,6,400,240
Legacy's Pendant,11,6,440,240
Overclocking Amulet,12,6,480,240
Steam Pipe,13,6,520,240
Kogbold Cower Shield,14,6,560,240
Chain Dagger,15,6,600,240
Laser Pointer,16,6,640,240
Scepter of Rust,17,6,680,240
Brain Cube,18,6,720,240
Kogbold Enhancement Core,19,6,760,240
Overclocking Amulet (shiny),20,6,800,240
Steam Pipe (shiny),21,6,840,240
Chain Dagger (shiny),22,6,880,240
Laser Pointer (shiny),23,6,920,240
Scepter of Rust (shiny),24,6,960,240
Brain Cube (shiny),25,6,1000,240
Kogbold Enhancement Core (shiny),26,6,1040,240
Kogbold Multitool,27,6,1080,240
Kogbold Multitool (shiny),28,6,1120,240
Celestial Blade,29,6,1160,240
Leaf Dragon Hide Armor,30,6,1200,240
Water Dragon Silk Robe,0,7,0,280
Fire Dragon Battle Armor,1,7,40,280
Midnight Star,2,7,80,280
Vision of Draconis,3,7,120,280
Draconic Insignia,4,7,160,280
Celestial Blade (shiny),5,7,200,280
Leaf Dragon Hide Armor (shiny),6,7,240,280
Water Dragon Silk Robe (shiny),7,7,280,280
Fire Dragon Battle Armor (shiny),8,7,320,280
Midnight Star (shiny),9,7,360,280
Vision of Draconis (shiny),10,7,400,280
Hailstorm,11,7,440,280
Thundering Chorus,12,7,480,280
Wind Dancer Robe,13,7,520,280
Augur of the Tempest,14,7,560,280
Earthen Ward,15,7,600,280
Stonemould Mace,16,7,640,280
Rocky Robe,17,7,680,280
Steadfast Glyph,18,7,720,280
Saif of the Deep,19,7,760,280
Loch Sheath,20,7,800,280
Barrier Reef,21,7,840,280
Alexander's Band,22,7,880,280
Indomptable,23,7,920,280
Helm of Draconic Dominance,24,7,960,280
Zaarvox's Heart,25,7,1000,280
Amulet of Drakefyre,26,7,1040,280
Mini Nikao Pet Skin,27,7,1080,280
Wakizashi of Crossing Fires,28,7,1120,280
Skull of Endless Torment,29,7,1160,280
Igneous Starblossom,30,7,1200,280
Skull of Endless Torment (shiny),0,8,0,320
Igneous Starblossom (shiny),1,8,40,320
Fiery Katana,2,8,80,320
Pyro Sheath,3,8,120,320
Flame Guard,4,8,160,320
Firelight Necklace,5,8,200,320
Sword of the Colossus,6,8,240,320
Marble Seal,7,8,280,320
Breastplate of New Life,8,8,320,320
Magical Lodestone,9,8,360,320
Sword of the Colossus (shiny),10,8,400,320
Marble Seal (shiny),11,8,440,320
Breastplate of New Life (shiny),12,8,480,320
Carved Golem Remains,13,8,520,320
Brain of the Golem,14,8,560,320
Golem Garments,15,8,600,320
Rusty Cuffs,16,8,640,320
Burial Blades,17,8,680,320
Staff of Unholy Sacrifice,18,8,720,320
Skull of Corrupted Souls,19,8,760,320
Ritual Robe,20,8,800,320
Bloodshed Ring,21,8,840,320
Burial Blades (shiny),22,8,880,320
Skull of Corrupted Souls (shiny),23,8,920,320
Ritual Robe (shiny),24,8,960,320
Bow of the Void,25,8,1000,320
Quiver of Shadows,26,8,1040,320
Armor of Nil,27,8,1080,320
Sourcestone,28,8,1120,320
Omnipotence Ring,29,8,1160,320
Bow of the Void (shiny),30,8,1200,320
Quiver of Shadows (shiny),0,9,0,360
Armor of Nil (shiny),1,9,40,360
Conducting Wand,2,9,80,360
Scepter of Fulmination,3,9,120,360
Robe of the Mad Scientist,4,9,160,360
Experimental Ring,5,9,200,360
Conducting Wand (shiny),6,9,240,360
Scepter of Fulmination (shiny),7,9,280,360
Robe of the Mad Scientist (shiny),8,9,320,360
Experimental Ring (shiny),9,9,360,360
Abomination's Wrath,10,9,400,360
Grotesque Scepter,11,9,440,360
Garment of the Beast,12,9,480,360
Horrific Claws,13,9,520,360
Golden Nut,14,9,560,360
Golden Bolt,15,9,600,360
Spirit Staff,16,9,640,360
Enchantment Orb,17,9,680,360
Woodland Robe,18,9,720,360
Fairy Ring,19,9,760,360
Shield of Flowing Clarity,20,9,800,360
Spirit Staff (shiny),21,9,840,360
Enchantment Orb (shiny),22,9,880,360
Fairy Ring (shiny),23,9,920,360
Woodland Robe (shiny),24,9,960,360
Shield of Flowing Clarity (shiny),25,9,1000,360
Bergenia Bow,26,9,1040,360
Lifebringing Lotus,27,9,1080,360
Hollyhock Hide,28,9,1120,360
Chrysanthemum Corsage,29,9,1160,360
Fountain Child Pet Skin,30,9,1200,360
Bone Dagger,0,10,0,400
Kyuuketsuki Hitogoroshi,1,10,40,400
St. Abraham's Wand,2,10,80,400
Tome of Purification,3,10,120,400
Chasuble of Holy Light,4,10,160,400
Ring of Divine Faith,5,10,200,400
Bone Dagger (shiny),6,10,240,400
St. Abraham's Wand (shiny),7,10,280,400
Tome of Purification (shiny),8,10,320,400
Chasuble of Holy Light (shiny),9,10,360,400
Ring of Divine Faith (shiny),10,10,400,400
Soulcursed Scythe,11,10,440,400
Vampiric Cape,12,10,480,400
Hallowed Hide,13,10,520,400
Ruthven's Rosary,14,10,560,400
Sage's Wakibiki,15,10,600,400
Ethereal Happi,16,10,640,400
Flowering Kimono,17,10,680,400
Rain Maker,18,10,720,400
Taiko Drums,19,10,760,400
Elegant Parasol,20,10,800,400
Makakoyumi,21,10,840,400
Tezutsu Hanabi,22,10,880,400
Kagenohikari,23,10,920,400
Concentrated Soul Fire,24,10,960,400
Makakoyumi (shiny),25,10,1000,400
Master Fishing Rod,26,10,1040,400
Expert Fishing Rod,27,10,1080,400
Intermediate Fishing Rod,28,10,1120,400
Wand of the Fallen,29,10,1160,400
Orb of Aether,30,10,1200,400
Jade Storm,0,11,0,440
Kaiken,1,11,40,440
Wand of the Fallen (shiny),2,11,80,440
Orb of Aether (shiny),3,11,120,440
Jade Storm (shiny),4,11,160,440
Kaiken (shiny),5,11,200,440
Kazekiri,6,11,240,440
Ryu's Blade,7,11,280,440
Kamishimo,8,11,320,440
Akuma's Tear,9,11,360,440
Coral Bow,10,11,400,440
Coral Venom Trap,11,11,440,440
Coral Silk Armor,12,11,480,440
Coral Ring,13,11,520,440
Sharktooth Sigil,14,11,560,440
Coral Bow (shiny),15,11,600,440
Coral Venom Trap (shiny),16,11,640,440
Coral Silk Armor (shiny),17,11,680,440
Coral Ring (shiny),18,11,720,440
Tideturner Trident,19,11,760,440
Slurpian Sea Scroll,20,11,800,440
Oceanic Apparel,21,11,840,440
Imperial Keepsake,22,11,880,440
Ancient Stone Sword,23,11,920,440
Spiteful Scutum,24,11,960,440
Cloak of the Mad God,25,11,1000,440
Ancient Stone Sword (shiny),26,11,1040,440
Spiteful Scutum (shiny),27,11,1080,440
Cloak of the Mad God (shiny),28,11,1120,440
Theurgy Wand,29,11,1160,440
Ceremonial Merlot,30,11,1200,440
Anointed Robe,0,12,0,480
Ring of Pagan Favor,1,12,40,480
Tome of Holy Furor,2,12,80,480
Oryx's Greatsword,3,12,120,480
Champion's Bastion,4,12,160,480
Mercy's Bane,5,12,200,480
Bloodstone Ring,6,12,240,480
Superior,7,12,280,480
Genesis Spell,8,12,320,480
Diplomatic Robe,9,12,360,480
Chancellor's Cranium,10,12,400,480
Superior (shiny),11,12,440,480
Genesis Spell (shiny),12,12,480,480
Diplomatic Robe (shiny),13,12,520,480
Chancellor's Cranium (shiny),14,12,560,480
Avarice,15,12,600,480
Gambler's Fate,16,12,640,480
Turncoat Cape,17,12,680,480
Collector's Monocle,18,12,720,480
Avarice (shiny),19,12,760,480
Gambler's Fate (shiny),20,12,800,480
Turncoat Cape (shiny),21,12,840,480
Collector's Monocle (shiny),22,12,880,480
Lumiaire,23,12,920,480
Chaotic Scripture,24,12,960,480
Vesture of Duality,25,12,1000,480
Divine Coronation,26,12,1040,480
Lumiaire (shiny),27,12,1080,480
Chaotic Scripture (shiny),28,12,1120,480
Vesture of Duality (shiny),29,12,1160,480
Divine Coronation (shiny),30,12,1200,480
Enforcer,0,13,0,520
Ballistic Star,1,13,40,520
Centaur's Shielding,2,13,80,520
Battalion Banner,3,13,120,520
Enforcer (shiny),4,13,160,520
Ballistic Star (shiny),5,13,200,520
Centaur's Shielding (shiny),6,13,240,520
Battalion Banner (shiny),7,13,280,520
Divinity,8,13,320,520
Oryx's Escutcheon,9,13,360,520
Gladiator Guard,10,13,400,520
Exalted God's Horn,11,13,440,520
Divinity (shiny),12,13,480,520
Oryx's Escutcheon (shiny),13,13,520,520
Gladiator Guard (shiny),14,13,560,520
Exalted God's Horn (shiny),15,13,600,520
Harmonious Harp,16,13,640,520
Angel's Fanfare,17,13,680,520
Wings of Sanctity,18,13,720,520
Heavenly Halo,19,13,760,520
Maw of Malignance,20,13,800,520
Recurring Terror Spell,21,13,840,520
Scepter of Devastation,22,13,880,520
Tome of Pain,23,13,920,520
Recurring Terror Spell (shiny),24,13,960,520
Scepter of Devastation (shiny),25,13,1000,520
Tome of Pain (shiny),26,13,1040,520
Symbiotic Ripper,27,13,1080,520
Parasitic Concoction,28,13,1120,520
Rags of the Host,29,13,1160,520
Hivemind Circlet,30,13,1200,520
Marionette Ravager,0,14,0,560
Prism of Dancing Swords,1,14,40,560
Harlequin Armor,2,14,80,560
Marionette Ravager (shiny),3,14,120,560
Prism of Dancing Swords (shiny),4,14,160,560
Harlequin Armor (shiny),5,14,200,560
Magic Wand,6,14,240,560
Lightshow Scepter,7,14,280,560
Magician's Robe,8,14,320,560
Performer's Hat,9,14,360,560
Thousand Shot,10,14,400,560
Prism of Dire Instability,11,14,440,560
Thousand Shot (shiny),12,14,480,560
Prism of Dire Instability (shiny),13,14,520,560
Jaco Pet Skin,14,14,560,560
Tlatoani's Shroud,15,14,600,560
Tezcacoatl's Tail,16,14,640,560
Sealed Crystal Skull,17,14,680,560
Penetrating Blast Spell,18,14,720,560
Tlatoani's Shroud (shiny),19,14,760,560
Tezcacoatl's Tail (shiny),20,14,800,560
Sealed Crystal Skull (shiny),21,14,840,560
Penetrating Blast Spell (shiny),22,14,880,560
Reikoku,23,14,920,560
Daybreak Chakram,24,14,960,560
Hirejou Tenne,25,14,1000,560
Heavenly Magatama,26,14,1040,560
Snakeskin Shield,27,14,1080,560
Wand of the Bulwark,28,14,1120,560
Snake Charmer Pungi,29,14,1160,560
Snakeskin Armor,30,14,1200,560
Snake Eye Ring,0,15,0,600
Snakeskin Shield (shiny),1,15,40,600
Wand of the Bulwark (shiny),2,15,80,600
Snake Charmer Pungi (shiny),3,15,120,600
Snakeskin Armor (shiny),4,15,160,600
Snake Eye Ring (shiny),5,15,200,600
Mini Flying Stheno Pet Skin,6,15,240,600
Tools of the Tarnished,7,15,280,600
Wretched Rags,8,15,320,600
Sinister Syringes,9,15,360,600
Cackling Straitjacket,10,15,400,600
Command Cornea,11,15,440,600
Ocular Entrapment,12,15,480,600
Overwhelming Axehead,13,15,520,600
Motivational Megaphone,14,15,560,600
Damnation,15,15,600,600
Vial of Soul Extract,16,15,640,600
Tools of the Tarnished (shiny),17,15,680,600
Ocular Entrapment (shiny),18,15,720,600
Motivational Megaphone (shiny),19,15,760,600
Damnation (shiny),20,15,800,600
Vial of Soul Extract (shiny),21,15,840,600
Staff of Extreme Prejudice,22,15,880,600
Cloak of the Planewalker,23,15,920,600
Mace of the Celestial Forest,24,15,960,600
Sprite Wand,25,15,1000,600
Staff of Extreme Prejudice (shiny),26,15,1040,600
Cloak of the Planewalker (shiny),27,15,1080,600
Mace of the Celestial Forest (shiny),28,15,1120,600
Sprite Wand (shiny),29,15,1160,600
Sprite Star Pet Skin,30,15,1200,600
Sulfuric Stone,0,16,0,640
Bogwood Crook,1,16,40,640
Brambletooth Tachi,2,16,80,640
Warped Mantle,3,16,120,640
Thistleleaf Necklace,4,16,160,640
Bogwood Crook (shiny),5,16,200,640
Brambletooth Tachi (shiny),6,16,240,640
Warped Mantle (shiny),7,16,280,640
Thistleleaf Necklace (shiny),8,16,320,640
Silken Sigil,9,16,360,640
Spider Silk Bow,10,16,400,640
Doku No Ken,11,16,440,640
Mace of the Depths,12,16,480,640
Spider Silk Bow (shiny),13,16,520,640
Doku No Ken (shiny),14,16,560,640
Mace of the Depths (shiny),15,16,600,640
Blue Beehemoth Armor,16,16,640,640
Red Beehemoth Armor,17,16,680,640
Yellow Beehemoth Armor,18,16,720,640
Queen's Stinger,19,16,760,640
Combcutter Kunai,20,16,800,640
Swarmlord's Sigil,21,16,840,640
Hivemaster Helm,22,16,880,640
Hivemind Mace,23,16,920,640
Beekeeper's Flamethrower,24,16,960,640
Queen's Stinger (shiny),25,16,1000,640
Hivemaster Helm (shiny),26,16,1040,640
Beekeeper's Flamethrower (shiny),27,16,1080,640
Nectar Crossfire,28,16,1120,640
Honeytomb Snare,29,16,1160,640
Apiary Armor,30,16,1200,640
Honey Circlet,0,17,0,680
Green Beehemoth Armor,1,17,40,680
Green Beehemoth Quiver,2,17,80,680
Green Beehemoth Quiver (shiny),3,17,120,680
Royal Guard's Cuirass,4,17,160,680
Valor,5,17,200,680
Vanguard's Visage,6,17,240,680
Sentinel's Sidearm,7,17,280,680
Bracer of the Guardian,8,17,320,680
Vest of Abandoned Shadows,9,17,360,680
Dusky Catalyst,10,17,400,680
Primal Arcana,11,17,440,680
Polarity Poison,12,17,480,680
The Twilight Gemstone,13,17,520,680
Mantle of the Monarchy,14,17,560,680
Warmonger,15,17,600,680
Peacekeeper,16,17,640,680
Noble Mandolin,17,17,680,680
The Forgotten Crown,18,17,720,680
The Forgotten Ring,19,17,760,680
Chrysalis of Eternity,20,17,800,680
Royal Guard's Cuirass (shiny),21,17,840,680
Valor (shiny),22,17,880,680
Vanguard's Visage (shiny),23,17,920,680
Sentinel's Sidearm (shiny),24,17,960,680
Bracer of the Guardian (shiny),25,17,1000,680
Vest of Abandoned Shadows (shiny),26,17,1040,680
Dusky Catalyst (shiny),27,17,1080,680
Primal Arcana (shiny),28,17,1120,680
Polarity Poison (shiny),29,17,1160,680
The Twilight Gemstone (shiny),30,17,1200,680
Warmonger (shiny),0,18,0,720
Peacekeeper (shiny),1,18,40,720
Noble Mandolin (shiny),2,18,80,720
The Forgotten Crown (shiny),3,18,120,720
Corruption Tether,4,18,160,720
Ancient Eminence,5,18,200,720
Twilight Shroud,6,18,240,720
Defiled Equilibrium,7,18,280,720
Archangel's Judgement,8,18,320,720
Daevite Progenitor,9,18,360,720
Seraphim's Guard,10,18,400,720
Flames of Genesis,11,18,440,720
Fallen One's Blade,12,18,480,720
Abyssal Insignia,13,18,520,720
Vortex Plating,14,18,560,720
Eye of the Void,15,18,600,720
The Right Hook,16,18,640,720
Tipsy Topper,17,18,680,720
Double Vision Darts,18,18,720,720
Cask Corslet,19,18,760,720
Brewer's Bangle,20,18,800,720
The Right Hook (shiny),21,18,840,720
Tipsy Topper (shiny),22,18,880,720
Double Vision Darts (shiny),23,18,920,720
Cask Corslet (shiny),24,18,960,720
Brewer's Bangle (shiny),25,18,1000,720
Shadow Serpent Sidearm,26,18,1040,720
Cloak of Cubic Enigma,27,18,1080,720
Seal of Cubic Conundra,28,18,1120,720
Cloak of Cubic Enigma (shiny),29,18,1160,720
Seal of Cubic Conundra (shiny),30,18,1200,720
Squaroid Staff,0,19,0,760
Cubic Frame,1,19,40,760
Polygonal Garbs,2,19,80,760
Cuband,3,19,120,760
Ring of the Pyramid,4,19,160,760
Ring of the Sphinx,5,19,200,760
Ring of the Nile,6,19,240,760
Tome of Holy Protection,7,19,280,760
Pharaoh's Requiem,8,19,320,760
Ring of the Pyramid (shiny),9,19,360,760
Ring of the Sphinx (shiny),10,19,400,760
Ring of the Nile (shiny),11,19,440,760
Tome of Holy Protection (shiny),12,19,480,760
Pharaoh's Requiem (shiny),13,19,520,760
Wand of Geb,14,19,560,760
Book of Geb,15,19,600,760
Shendyt of Geb,16,19,640,760
Geb's Ring of Wisdom,17,19,680,760
Void Blade,18,19,720,760
Murky Toxin,19,19,760,760
Void Blade (shiny),20,19,800,760
Murky Toxin (shiny),21,19,840,760
Toxin Tooth,22,19,880,760
Virulent Venom,23,19,920,760
Acidic Armor,24,19,960,760
Pernicious Peridot,25,19,1000,760
Doom Bow,26,19,1040,760
Spectral Sword,27,19,1080,760
Wandering Souls Spell,28,19,1120,760
Ring of Skeletal Specters,29,19,1160,760
Doom Bow (shiny),30,19,1200,760
Spectral Sword (shiny),0,20,0,800
Wandering Souls Spell (shiny),1,20,40,800
Ring of Skeletal Specters (shiny),2,20,80,800
Edictum Praetoris,3,20,120,800
Toga Picta,4,20,160,800
Memento Mori,5,20,200,800
Interregnum,6,20,240,800
Spirit's Bane,7,20,280,800
Bow of the Morning Star,8,20,320,800
Leaf Bow,9,20,360,800
Elder Heartwood Staff,10,20,400,800
Wakizashi of Eastern Winds,11,20,440,800
Labyrinth Dweller's Sheath,12,20,480,800
Leaf Bow (shiny),13,20,520,800
Wakizashi of Eastern Winds (shiny),14,20,560,800
Labyrinth Dweller's Sheath (shiny),15,20,600,800
Corsair Ring,16,20,640,800
Corsair Ring (shiny),17,20,680,800
Scallywag Slurp Pet Skin,18,20,720,800
Bramble Bow,19,20,760,800
Cocoon Quiver,20,20,800,800
Cocoon Quiver (shiny),21,20,840,800
Bramble Bow (shiny),22,20,880,800
Sapling Buddy Pet Skin,23,20,920,800
Poison Fang Dagger,24,20,960,800
Spider Shuriken,25,20,1000,800
Spider's Eye Ring,26,20,1040,800
Spider's Eye Ring (shiny),27,20,1080,800
Spider Shuriken (shiny),28,20,1120,800
Poison Fang Dagger (shiny),29,20,1160,800
Eggshell Spider Pet Skin,30,20,1200,800
Staff of the Crystal Serpent,0,21,0,840
Cracked Crystal Skull,1,21,40,840
Robe of the Tlatoani,2,21,80,840
Crystal Bone Ring,3,21,120,840
Crystal Bone Ring (shiny),4,21,160,840
Robe of the Tlatoani (shiny),5,21,200,840
Cracked Crystal Skull (shiny),6,21,240,840
Staff of the Crystal Serpent (shiny),7,21,280,840
Baby Basilisk Pet Skin,8,21,320,840
Orb of Sweet Demise,9,21,360,840
Honey Scepter,10,21,400,840
Honey Scepter (shiny),11,21,440,840
Orb of Sweet Demise (shiny),12,21,480,840
Barnacle Basher,13,21,520,840
Yellow Beehemoth Quiver,14,21,560,840
Red Beehemoth Quiver,15,21,600,840
Blue Beehemoth Quiver,16,21,640,840
Cloak of Bloody Surprises,17,21,680,840
Crystallised Fang's Venom,18,21,720,840
Dirk of Cronus,19,21,760,840
Hama Yumi,20,21,800,840
Helm of the Juggernaut,21,21,840,840
Jailer's Scythe,22,21,880,840
Kageboshi,23,21,920,840
Orb of Conflict,24,21,960,840
Quiver of Thunder,25,21,1000,840
Ray Katana,26,21,1040,840
Seal of Blasphemous Prayer,27,21,1080,840
Shield of Ogmur,28,21,1120,840
Tablet of the King's Avatar,29,21,1160,840
Token of Warmth,30,21,1200,840
Token of Happiness,0,22,0,880
Trap of the Vile Spirit,1,22,40,880
Mighty Stein,2,22,80,880
Deadly Keg,3,22,120,880
Greaterhosen,4,22,160,880
Crystal Sword,5,22,200,880
Crystal Wand,6,22,240,880
Crystal Sword (shiny),7,22,280,880
Quiver of Thunder (shiny),8,22,320,880
Orb of Conflict (shiny),9,22,360,880
Dirk of Cronus (shiny),10,22,400,880
Trap of the Vile Spirit (shiny),11,22,440,880
Greaterhosen (shiny),12,22,480,880
Helm of the Juggernaut (shiny),13,22,520,880
Ray Katana (shiny),14,22,560,880
Seal of Blasphemous Prayer (shiny),15,22,600,880
Deadly Keg (shiny),16,22,640,880
Mighty Stein (shiny),17,22,680,880
Barnacle Basher (shiny),18,22,720,880
Jailer's Scythe (shiny),19,22,760,880
Cloak of Bloody Surprises (shiny),20,22,800,880
Yellow Beehemoth Quiver (shiny),21,22,840,880
Red Beehemoth Quiver (shiny),22,22,880,880
Blue Beehemoth Quiver (shiny),23,22,920,880
Adventurer's Scarf,24,22,960,880
Torrential Staff,25,22,1000,880
Celestial Recurve,26,22,1040,880
Mace of the Pumpkin Effigy,27,22,1080,880
Pirate's Artillery,28,22,1120,880
Skull of Restless Souls,29,22,1160,880
Doom's Emblem,30,22,1200,880
Cavalry Lance,0,23,0,920
Cloak of the Deep,1,23,40,920
